Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,pred_giai_tri,pred_luu_tru,pred_nha_hang,pred_an_uong,pred_di_chuyen,pred_mua_sam,error_type
"chúng tôi đến đó chỉ vì bài đánh giá của Anthony Bourdain và lịch sử với Tổng thống Obama. phở ngon lạ thường. phần còn lại của các mặt hàng là ok. môi trường xung quanh bằng không. phòng tắm nằm ngay bên cạnh và nhìn ra nơi bạn ngồi. thực đơn không bao quát bởi bất kỳ trí tưởng tượng nào. Rất đông khách du lịch Mỹ gọi món chính xác trong thực đơn, đó là 'Obama Combo'. Tuy nhiên, nó lấp đầy sự tò mò của chúng tôi muốn xem nơi này mà Bourdain đã ngồi. chỉ vì lý do đó, nó là giá trị nó.",0,0,4,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,nha_hang an_uong 
"Khách sạn nằm trên một con phố lớn, khá gần biển. Đi ra bãi tắm có toà nhà cao che nên buổi chiều tắm từ 16 giờ là có bóng râm rồi. Điểm cộng là khách sạn khá sạch sẽ. Còn điểm trừ là phòng ốc hơi nhỏ, các đồ ở khách sạn như khăn tắm, khăn mặt, ga trải giường hơi cũ. Phòng ăn bữa sáng khá chật chội với lượng khách ở khách sạn, đồ ăn bình thường.
",0,3,0,3,0,0,0.0,3.0,0.0,0.0,0.0,0.0,an_uong 
"Mọi thứ diễn ra tốt đẹp, dịch vụ tuyệt vời. Không gặp bất kỳ vấn đề nào. Muốn giới thiệu cho bất cứ ai cần chuyển khoản.",0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,di_chuyen 
Giá service khá hợp lý,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,luu_tru 
"Quy Nhơn Phú Yên thật đẹp và bình yên. Con người giản dị chân chất thật thà, mình sử dụng tất cả mọi dịch vụ ở đây chổ nào cũng tốt, không có chặt chém khách hàng ngược lại còn rất nhiệt tình và hổ trợ hết mình nữa. 1 trong những dịch vụ bản thân mình hài lòng nhất chính là dịch vụ cho thuê xe máy ở đây, mình thuê 1 xe honda vision 2017 ở đây trong 3 ngày, đi eo gió kỳ co trung lương hòn khô hòn sẹo, hầm hô tây sơn và cả sang phú yên nữa. Xe chạy tốt, êm và lợi xăng cực kỳ luôn, chạy 3 ngày mà mình chỉ phải đổ hơn 100k xăng cho tất cả các điểm du lịch, đúng là quá lợi luôn. Anh chủ thì rất nhiệt tình, trên đường đi không biết gì cứ gọi là ảnh chỉ tất tần tật từ quán bún cá ngon, bánh canh ngon, hải sản tươi giá rẻ và cả các địa điểm làm tour kỳ co uy tín nữa. Rất cảm ơn anh đã giúp đỡ tụi em thiệt tần tình trong chuyến du lịch vừa rồi, mong anh làm ăn phát đạt, ngày càng phát triển thương hiệu của mình lớn mạnh hơn nữa. hẹn gặp lại anh trong một dịp trở lại quy nhơn gần nhất",0,0,0,4,5,0,0.0,0.0,0.0,0.0,5.0,0.0,an_uong 
Đường Trần Hưng Đạo quẹo vào đường Hàm Tử sẽ thấy bến cảng cho các tàu đi đánh bắt và tàu chở khách ra đảo.,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,giai_tri 
"Rượu đắt so với các nhà hàng khác, thức ăn có giá cả hợp lý.",0,0,0,3,0,0,0.0,0.0,2.0,2.0,0.0,0.0,nha_hang 
"Tàu cá và tàu du lịch chung một chỗ nên rất mùi, giờ còn đang xây dựng nữa nên đường đi vào khá bẩn
",0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,di_chuyen 
"Hôm nay cả nhóm quyết định nhờ bạn HDV thuê 3 chiếc xe máy giá rẻ chỉ 100k/ chiếc. Nhờ bạn í dẫn đi quanh thành phố, đi ghềnh ráng và Tháp đôi( ghềnh ráng thì đang được trùng tu nên không tham quan hết được, cả nhóm đến tháp đôi(8k/vé vào cổng). Xong mấy điểm trên thì cả nhóm đi ăn sáng Quán bún Thuỳ bên đg tăng bạt hổ, ăn xong thì đi Cf thôi. Trưa đc bạn HDV giới thiệu về tour cắm trại của bạn ấy làm riêng cho khách với giá 300k/ng. Đang tin tưởng vì sự nhiệt tình của bạn í, book luôn,. Thế là cả nhóm về homstay ngỉ trưa, 3h chiều thì bạn HDV qua phòng đưa cả nhóm đi ăn ốc chỗ Ngọc Hân Công chúa, đủ các loại ốc biển với giá 15,20k/ dĩa. 6 người ăn mất 215k.😝😝 4h bạn HDV bảo bắt đầu đi cắm trại nhé! Hầu hết trại và đồ nướng buổi tối thì đều đc chuẩn bị trước( nem, ché, ốc biển, tôm, mực, cá... và cả rượu bàu đá) vậy là chỉ việc chạy xe đến nơi đấy thôi. Có chiếc xe máy thật tiện lợi vô cùng
",3,0,0,3,4,0,0.0,0.0,0.0,0.0,4.0,0.0,giai_tri an_uong 
"Đó là một nơi yên tĩnh và đẹp. Người dân địa phương rất dễ nói chuyện, họ cũng dễ mến; Người cá sống tại làng chài. Hải sản cũng rẻ. Tôi hy vọng ngôi làng này sẽ không phải là một địa điểm thương mại như mọi người đã từng làm với những nơi khác từng rất đẹp ở Việt Nam.",0,0,0,0,0,0,5.0,0.0,0.0,4.0,0.0,0.0,giai_tri an_uong 
"Tư vấn nhiệt tình. Bán đủ loại đặc sản. Giá phải chăng. Có thanh toán thẻ, chuyển khoản nên tiện lợi.
Mình đã mua bánh ít lá gai, bánh hồng, mực rim,...",0,0,5,5,0,0,0.0,0.0,0.0,0.0,0.0,5.0,nha_hang an_uong mua_sam 
"Là địa điểm tập kết hành khách đi xe bus ra sân bay các tuyến của Vietnamairline và Vietjet. Có 2 hàng cafe lớn bên cạnh. Xe bus to, rộng, giá 50k.
",0,0,3,0,3,0,0.0,0.0,0.0,0.0,3.0,0.0,nha_hang 
"Các tàu cánh ngầm cũ của Nga và Vina express hiện đã ngừng hoạt động. Tại thời điểm này, tàu tốc hành Pacific với các tàu mới đã được tiếp quản sử dụng cùng các phương tiện cập cảng.",0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,di_chuyen 
"Ngon giống các quán khác, sạch sẽ mát mẻ. Phục vụ nhanh, có chỗ để xe ôtô, nói chung là chấp nhận được.",4,0,0,4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,giai_tri 
"Lần đầu mình ra thành phố nha trang để hưởng tuẩn trăng mật đặt được ngay khách sạn sạch sẽ, nhân viên dễ thương, dọn phòng rất có tâm, lần sau vợ chồng mình sẽ quay lại đây!",0,5,5,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,nha_hang 
"Nhưng lần thứ hai, một con chuột lớn chỉ chạy vào giữa nhà hàng, tìm kiếm một chỗ khuất nào đó dưới quầy.",0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,nha_hang an_uong 
Quán vô cùng đông đúc kể từ khi được tổng thống Mỹ ghé thăm.,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nha_hang 
"Đầu tiên là thời điểm thích hợp nhất để bạn đến Quy Nhơn là vào tầm tháng 3 đến tháng 9 nghe . Đặc biệt là trong khoảng thời gian này , biển Quy Nhơn rất trong xanh , thời tiết không quá oi bức như mùa hè và lượng khách đến đây cũng không quá đông . Nên bạn sẽ có thể cảm nhận trọn vẹn được hết vẻ đẹp bình yên của thành phố biển này. Thuê xe máy thì cứ lên Fb và google tìm là ra, địa điểm cho thuê xe máy hot nhất và được review nhiều nhất chính là dịch vụ cho thuê xe máy quy nhơn Hoài Bảo tại địa chỉ 27a Hoàng Hoa Thám. Cho thuê máy rất có tâm và nhiệt tình nha cả nhà, xe mới đi thoải mái, cứ yên tâm, có vấn đề gì bạn chủ xe sẽ có mặt hổ trợ liền nha",5,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,giai_tri 
"Buổi sáng hôm ấy gia đình mình đã có 1 chuyến đi Hải Minh thật tuyệt. 1. Đến cảng cá cầu Hàm Tử gia đình thuê 1 thuyền đò người dân chở tour trọn gói hải minh 350k gồm: - Tham quan Tượng Trần Hưng Đạo, Ngọn hải đăng - Sau đó xuống đò Qua Bãi rạng tắm mát và chơi, bãi biển trong và mát lại cạn nữa. - Sau khi tắm ngán thì mình yêu cầu đò chỏ qua Quán bè nổi Biển Đông. 2. Quán biển Đông thật tuyệt, đến đây như thay đổi không khí hắn so với Quy nhơn, - Không khí trong lành - Được câu cá thoải mái. - Chủ quán nhiệt tình. - Các món ăn phong phú thỏai mái lựa chọn, ghẹ, cua đá, cá hấp, mựa hấp, ốc sò..bao la lại còn bơi tung tăng dưới nước. 3. Ăn uông no nê nghỉ ngơi chiều đò đón về. Một tour thật thú vị và còn rất rẻ mà ngon nữa. Sẽ quay lại.",0,0,0,5,0,0,5.0,0.0,0.0,5.0,0.0,0.0,giai_tri 
Vô đợi đồ ăn và nhân viên ko nghe khac kêu Ngon nhung phục vụ hơi sai. Nếu có thay đổi sẽ ghé lại. Chúc mai mắn,1,0,0,3,0,0,0.0,0.0,0.0,3.0,0.0,0.0,giai_tri 
Nói chung thì ok nhưng chỉ đến một lần duy nhất ! Phục vụ rất tốt - còn chất lượng có thể do đông khách hoặc lý do nào đấy nên đỡ tốt hơn xưa rồi !,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,an_uong 
Quán sát eo gió nên ăn xong lên eo gió chơi rất tiện. View đẹp là điểm cộng số 1,5,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,giai_tri 
"Nhân viên thân thiện, chu đáo. Menu đa dạng & phong phú các món. Giá cả phải chăng, sẽ quay lại trong thời gian gần nhất",5,0,5,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,giai_tri nha_hang an_uong 
"Một trong những điểm phải đến khi tới Cù Lao Xanh. Đường đi lên đây không quá khó, cuốc bộ 20p từ cầu cảng là tới nơi. Đứng trên đỉnh hải đăng bạn sẽ có tầm nhìn bao quát toàn bộ đảo, từ khu dân cư, vùng biển ở trước với tàu thuyền đậu rập rình, quang cảnh rất ấn tượng.",0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,giai_tri 
"Mặc dù ít khách nhưng chúng tôi vẫn được hưởng ưu đãi tốt nhất. Các nhân viên lễ tân, phục vụ nhà hàng cũng như phục vụ phòng, sân vườn rất thân thiện và nhiệt tình.",0,5,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0.0,nha_hang 
"Mặc dù thức ăn rất ngon nhưng tôi nghĩ nó hơi đắt. Chúng tôi đã đặt hàng giao hàng, nó đến cùng thời gian mà họ báo giá. Không có dụng cụ ăn uống, Không có khăn ăn, không có đĩa.",0,0,2,4,0,0,0.0,0.0,0.0,2.0,0.0,0.0,nha_hang 
"Tôi không thích viết các đánh giá tiêu cực nhưng tôi thực sự thất vọng với Nhà hàng 96. Thức ăn ở mức trung bình và giá quá cao, với món phở của tôi thiếu hương vị thực sự. Với rất nhiều địa điểm địa phương tuyệt vời để đi đến, tôi khuyên bạn nên trả ít hơn và đi xác thực. Bạn sẽ không tìm thấy bất kỳ người dân địa phương nào ở đây. Giá niêm yết bằng đô la Mỹ có lẽ nên được cho đi. Nhân viên rất đáng yêu mặc dù.",4,0,1,2,0,0,0.0,0.0,2.0,2.0,0.0,0.0,giai_tri 
"Thời gian công tác ở Qui Nhơn được ghé nhà hàng này nhiều lần. Nói chung là không gian quán thoáng đãng , rộng rãi và mát mẻ . Nhân viên phục vụ nhanh nhẹn , thân thiện với khách hàng . Thời gian chế biến món ăn hơi lâu một tí nhưng bù lại được ăn ngon nên cũng đáng để chờ đợi. So với mặt bằng nhà hàng thì giá cả ở đây cũng không đắt lắm . Đồ ăn ở đây có nhiều món ngon lạ, cách chế biến cũng khá hấp dẫn . Ưng nhất là món hàu phô mai và súp khoai tây hải sản. Mem nào mê hải sản nhất định phải ghé đây ăn thử nà.",0,0,0,5,0,0,0.0,0.0,5.0,5.0,0.0,0.0,nha_hang 
"Không gian ấm cúng, nhân viên nhiệt tình hỗ trợ khách, thức ăn ngon, các loại cá đều tươi, 100 điểm",5,0,5,5,0,0,0.0,0.0,5.0,5.0,0.0,0.0,giai_tri 
Từ lúc tôi gửi lời hỏi thăm cho đến lúc tài xế dỡ toàn bộ hành lý của chúng tôi! 5 sao! ⭐️,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,giai_tri 
"Nhân viên chuyên nghiệp, xử lý nhanh các yêu cầu của khách.",0,5,5,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,nha_hang 
"hà nếu bạn đi ăn tối, hãy mong đợi rằng họ không phục vụ món dim sum .... khá thất vọng vì đây là lý do chính của chúng tôi để đến. Vịt Bắc Kinh cũng không có sẵn .... Không phải như những gì chúng tôi mong đợi từ một Nhà hàng được cho là Cao cấp!",0,0,0,2,0,0,0.0,0.0,2.0,2.0,0.0,0.0,nha_hang 
Thức ăn không tươi + không ngon + phục vụ siêu chậm như không muốn tiếp khách. Never come back và cũng ko giới thiệu bạn bè,1,0,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,giai_tri nha_hang 
"Về không gian và cả ẩm thực, rất thích hợp cho các “tín đồ” của đồ ăn phương Tây nhé. Món soup bí đỏ kem béo nguậy, làm lưu luyến dễ sợ. Không gian thì hơi nhỏ, ghé quán bữa trưa thì hơi ồn tí nhưng kiểu ấm cúng.",0,0,3,3,0,0,0.0,0.0,0.0,4.0,0.0,0.0,nha_hang 
"Quán chắc làm việc với lê tân FLC để đưa đón miễn phí. Nhưng đồ ăn thì cơ bản đắt và không tươi. Lúc hỏi nhân viên mực tươi không thì nhân viên nói tươi, nhưng lúc mang ra thì mực không tươi và cảm nhận đc ngay là đồ đông lạnh. Hàu nướng mỡ hành thì quá dở, 1 vỏ mà có tới 2 con hàu và không bằng quán vỉa hè. Khuyến nghị du khách không nên đến quán này.",0,0,0,1,5,0,0.0,0.0,0.0,2.0,0.0,0.0,di_chuyen 
"Chuyến đi rất nhanh chóng và thoải mái. Cung cấp chỗ ở cho nhóm của chúng tôi để dừng nhà vệ sinh (ngôi nhà hạnh phúc)
 và hành trình an toàn. 5 * thực sự giới thiệu công ty này cho tất cả khách du lịch",0,0,0,0,5,0,5.0,0.0,0.0,0.0,5.0,0.0,giai_tri 
"Công viên nhỏ xíu xiu nhưng vị trí sát biển cực kì đẹp, đối diện với trường ĐH Quy Nhơn nên các hoạt động thể thao đá banh, bóng chuyền, bóng rổ,... trong công viên và sát bờ biển cũng rất sinh động. Có lẽ đây là nơi thể hiện rõ nhất sức trẻ của thanh niên Quy Nhơn, đặc biệt là vào sáng sớm và chiều. Ở đây tắm biển rất thích. Trên bờ có các quầy hàng rong nhỏ với mực rim, bánh tráng dừa nướng, cóc ổi xoài cũng khá ngon và siêu rẻ. Mình mua một miếng xoài to hay bánh tráng nướng chỉ có 3k :o~~~.
Tuy nhiên, người dân ở khu vực này còn hay xả rác nên nhiều lúc khiến bãi biển nhìn hơi dơ. Mong chính quyền có biện pháp khắc phục.",0,0,0,0,0,0,4.0,0.0,0.0,4.0,0.0,0.0,giai_tri an_uong 
"Vựa hải sản ngon, giá mềm, ...nói chung dịch vụ tốt, có thêm em tính tiền mắt hí xinh xắn. Hẹn có dịp sẽ quay lại",0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,5.0,an_uong mua_sam 
"Đặc biệt, khu siêu thị tầng trệt với nhiều sản phẩm tươi ngon, giá phải chăng.",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,mua_sam 
"Chúng tôi không thể đánh giá chúng đủ cao, quản trị viên rất chu đáo. Chuyến bay từ Đà Nẵng của chúng tôi bị trễ 1 tiếng, 
sau khi có tin cập nhật, tôi nhắn tin cho anh ấy qua facebook chat thì họ thông báo là họ đã biết rồi do mã chuyến bay tôi gửi cho họ khi đặt vé. Chúng tôi cũng bắt xe riêng đi thăm địa đạo Củ Chi và xung quanh thành phố. Dịch vụ tuyệt vời và những chiếc xe đẹp.",0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,di_chuyen 
"Vị trí trung tâm. Ẩm thực phong phú , phòng có ban công trực diện biển, đẹp nhân viên dễ thương, nhà hàng trên tầng 18 rất chill có dịp sẽ quay lại.
Rất hài lòng khi lưu trú tại đây
Sẽ giới thiệu bạn bè đến nơi này",0,5,0,5,0,0,0.0,5.0,5.0,5.0,0.0,0.0,nha_hang 
"Có thể đi bộ từ nơi chúng tôi đã ở và đáng giá! Có trụ sở tại một nhà máy lọc thuốc phiện cũ ...! Một sự chào đón thực sự của người Việt Nam; dịch vụ hiệu quả, tươi cười; sự lựa chọn tuyệt vời trong thực đơn và hương vị thơm ngon. Nguyên liệu tươi ngon và giá tốt.",5,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,giai_tri 
