index,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,pred_giai_tri,pred_luu_tru,pred_nha_hang,pred_an_uong,pred_di_chuyen,pred_mua_sam,error_type
654,"Rất bận rộn và không có đủ không gian cho nhóm người. Chúng tôi có cá, vỏ và bia. Nhưng chờ đợi quá lâu.",0,0,0,3,0,0,0,0,0,0,0,0,an_uong 
657,"Người nước ngoài đi taxi là phải bo hay gì??? Người ta đang sốt ầm ầm đứng không nổi mặt xanh lè, 
nhờ vịn xuống xe cũng không chịu, thái độ thì hằm hằm.",1,0,0,0,1,0,0,0,0,0,1,0,giai_tri 
659,"Hải sản ở đây tươi sống. Nên đi vào buổi chiều lúc cá mực lên. Vô đây chỉ muốn mua hết chợ. Nhưng các gian bán hàng ở đây bán thách nên phải trả giá. Ghẹ lơn tầm 160 - 180k ghẹ nhở tầm 130k. Ốc móng tay 70k- 80k. Cua thịt từ 120k- 150k. Đó là những món mình hay mua, con nhưng món còn lại mình ko biết. ^^ Chúc ai ghé nơi đây có 1 hôm đi chợ thật thú vị.",0,0,0,0,0,4,0,0,0,4,0,5,an_uong 
660,"Không giang vắng, nhưng sự nhiệt tình và nhân viên ở đây lịch sự lắm
",0,0,0,0,4,0,0,0,0,0,0,0,di_chuyen 
663,"Ở đây thì khỏi nói về độ sang chảnh rồi. Nhưng mà chắc chắn chất lượng đi đôi với giá tiền luôn. Trên booking xem giá phòng mà thấy dc rate tận 9.6 điểm. Nói vậy là biết rồi ó. Book đi liền thì k nên vì phòng cận ngày đắt lắm phải trên 5tr cơ. book sớm chút là ok. phòng đơn mình không biết chứ phòng đôi mình book trước 2-3 tháng tầm 2-3tr đó, đã bao gồm bữa sáng luôn nha. nói chung có tiền đi du lịch hưởng thụ ở đây thích lắm :( cái bể bơi max sang chảnh và sạch sẽ. đồ ăn cũng ngon nữa
",0,5,0,5,0,0,0,5,0,0,0,0,an_uong 
664,"Một trong những điểm phải đến khi tới Cù Lao Xanh. Đường đi lên đây không quá khó, cuốc bộ 20p từ cầu cảng là tới nơi. Đứng trên đỉnh hải đăng bạn sẽ có tầm nhìn bao quát toàn bộ đảo, từ khu dân cư, vùng biển ở trước với tàu thuyền đậu rập rình, quang cảnh rất ấn tượng.",0,0,0,0,0,0,5,0,0,0,0,0,giai_tri 
667,"Đến nơi bảo vệ đòi tiền tip, không bán vé khách lẻ, không cụ thể trong việc bán vé, không có chỗ đậu xe. Khách lẻ bắt phải ghép tour với khách đoàn nếu Bảo vệ liên hệ ghép tour. Trải nghiệm rất tệ, bắt xe lên và về không được gì. T
",2,0,0,0,0,0,0,0,0,0,0,0,giai_tri 
670,"Không gian rất sang trọng và ấm áp, nhân viên cũng rất nhiệt tình.",4,0,4,0,0,0,0,5,0,0,0,0,giai_tri luu_tru nha_hang 
674,Cơ sở chả ram uy tín nha,0,0,0,5,0,5,0,0,0,5,0,0,mua_sam 
676,"Trên thực tế, một tài xế taxi khác đã cố gắng giả vờ như anh ta ở đó để đón tôi và tài xế công ty Saigon Tranfers của tôi đã nhanh chóng giải tán anh ta.",0,0,0,0,3,0,1,0,0,0,1,0,giai_tri 
678,"Sân bay bé nhưng nhìn rất sạch sẽ, ít khách đi nên khá thoáng, nhiều chỗ để ngồi. Phòng vip do đó cũng không rộng nhưng đồ ăn đầy đủ.Có điều nhà vệ sinh thì không sạch, chỗ rửa tay bắn nước lung tung và sàn nhà vệ sinh lúc nào cũng có nước.híc
",0,0,0,4,3,0,0,0,0,0,3,0,an_uong 
680,"phòng có view nhìn xa và rộng, đường đến khách sạn rất là dễ nhé, xung quanh khách sạn dịch vụ rất nhiều nì nhưng mà không phải trung tâm nên xe cộ cũng vừa phải, từ khách sạn mình ra trung tâm có 5p, ghé các quán cà phê trên trại mát có 10 phút nè. Khách sạn phục vụ theo tiêu chuẩn không tiếp xúc rất là chuyên nghiệp nhé, mình ít gặp các nhân viên nhưng lúc nào cần gì hay hỏi gì mình thấy thái độ, nghiệp vụ rất thân thiện nè. Nếu lần sau lên lại Đà Lạt mình sẽ book tiếp ",0,4,0,0,3,0,0,5,0,0,0,0,di_chuyen 
687,Thực đơn có nhiều món ăn từ Châu Á. Thức ăn ngon nhưng hơi đắt. Dịch vụ của chúng tôi không thực sự thuộc loại thân thiện với xã hội nên vâng.,0,0,0,4,0,0,0,0,3,3,0,0,nha_hang 
688,Chúng tôi bắt thuyền cao tốc để đi đến vang tau,0,0,0,0,3,0,0,0,0,0,0,0,di_chuyen 
690,"Chúng tôi đã đặt trước qua Facebook 12 giờ trước khi đến Việt Nam vì chuyến khác của chúng tôi đã được thực hiện. 
Họ đã nhanh chóng trả lời lại chúng tôi và có thể cung cấp cho chúng tôi chuyển khoản. Người đàn ông đó đã đợi sẵn ở phía trước của những người đến với tên của chúng tôi được viết trên một tấm bảng, điều đó thật tuyệt. Anh ấy rất lịch sự và hữu ích với túi của chúng tôi. Anh ấy là một người lái xe an toàn qua dòng xe cộ điên cuồng. Chắc chắn sẽ giới thiệu!",5,0,0,0,5,0,5,0,0,0,0,0,di_chuyen 
694,Tôi phải nói rằng nơi này là một trong những nơi yêu thích của tôi.,0,4,0,0,0,0,0,0,0,0,0,0,luu_tru 
697,"Mình đi ăn bún chả ở đây và cảm thấy rất khó chịu. Điều đầu tiên là khi bước chân vào quán, nhân viên nói hết bàn ăn, rồi hết bún ăn. Sau đó lại kêu còn bàn, còn bún rồi bảo mình lên tầng 2. Lên tầng 2 mình sang phòng bên tay phải thì lại bảo mình k ngồi đây được, lên phòng bên tay trái lối cầu thang. Giấy ăn hết phải lấy từ bàn nọ sang bàn kia. Nước chấm k ngon. Điều thứ hai là mình đi ô tô và để xe ở vỉa đường và ra một anh trai gõ cửa kính, bảo cho em xin tiền gửi xe ô tô. Khi mình nói là ăn bún ở đây thì anh ấy bảo là vẫn phải trả tiền. Mình thề là k bao giờ quay lại đây!",1,0,1,1,0,0,0,0,0,1,0,0,giai_tri nha_hang 
700,"Có thể chọn ngồi trong nhà hoặc vỉa hè đối diện (qua 1 đường lớn). Có 3 loại bánh xèo: Tôm, mực và thịt bò. Tớ thấy tôm là loại ngon nhất. 
đồng giá 19k/ cái bé bằng bàn tay người lớn xòe ra. Mỗi người ăn 3 cái là ngấy. Bánh tráng tính tiền riêng (hơi lạ). Quán khá đông, có chỗ ngồi vỉa hè thoáng hơn. Trà đá free",0,0,5,5,0,0,0,0,0,4,0,0,nha_hang 
703,"Chúng tôi đến đây đói - và bỏ đói. Nhà bếp đóng cửa lúc 9h30 tối và đã hết cơm và một số món ăn khác. Các nhân viên đang thu dọn đồ đạc khi chúng tôi rời đi lúc 10 giờ tối. Thức ăn là như vậy, và Dịch vụ thì thờ ơ. Tránh xa.",1,0,1,0,0,0,0,0,0,1,0,0,giai_tri nha_hang an_uong 
708,"Đồ ăn ngon nhưng hơi mắc, phục vụ hơi chậm nếu quán đông.",0,0,0,2,0,0,0,0,3,3,0,0,nha_hang 
709,"Có 2 Nhân viên bảo vệ, có 1 nhân viên không thân thiện. Khách thuê xe máy di chuyển hết xe thì hỗ trợ không tốt cho khách. Phòng tắm có mùi hôi dù không sử dụng gì",0,2,0,0,1,0,0,1,0,0,0,0,di_chuyen 
710,"Kính gửi quý khách hàng, trong lĩnh vực nào cũng có người khen người chê, đặc biệt là trong lĩnh vực nhà hàng! Nhà hàng 114 xuân diệu luôn lấy chất lượng và cung cách phục vụ khách hàng là trên hết! Nhiều lúc có sai sót mong khách hàng thông cảm! Quý khách hàng vui lòng liên hệ số điện thoại 0933.117.585 để đặt bàn và được tư vấn món ăn chu đáo hơn! Cin chân thành cảm ơn quý khách!",0,0,0,5,0,0,0,0,5,5,0,0,nha_hang 
720,"Nhân viên thân thiện, giá cả hợp lý",0,0,0,0,0,5,0,4,0,0,0,0,luu_tru mua_sam 
722,Con trai tôi cũng thực sự thích nó.,0,4,0,0,0,0,0,0,0,0,0,0,luu_tru 
726,Trời mát ngồi ngoài trời ở Refinery thật sự chill. Ở đây không quá đông. Món Pháp thì phải nói là ngon tới bất ngờ. Kiểu là làm gia vị và thịt ngon lắm ấy. Xong uống chút vang nữa.,5,0,0,5,0,0,0,0,0,5,0,0,giai_tri 
730,"Tôi đã đặt một bàn ăn tối cho tôi và đối tác kinh doanh ở ban công để chúng tôi có thể thưởng thức rượu và xì gà. Khi chúng tôi đến (đúng giờ), chúng tôi phát hiện ra rằng nhà hàng không cho phép hút thuốc ở các bàn ban công. Chúng tôi đã kiểm tra lại với nhân viên phục vụ (rất nhẹ nhàng và lịch sự) và chúng tôi quyết định rời đi vì không hút thuốc. Chúng tôi xuống tầng dưới để giải thích cho chủ sở hữu lý do tại sao chúng tôi rời đi. Chủ sở hữu người Ý nói với chúng tôi: ""Vậy là bạn sẽ rời đi?"" Tôi nói: ""vâng, xin lỗi nhưng tôi nghĩ chúng tôi có thể hút thuốc ở ban công"". Sau đó, anh ấy nói ""làm ơn đi và bạn không cần phải quay lại đây"". Tôi đã hỏi tại sao"". Anh ấy nói: ""Đối với những khách hàng như bạn, chúng tôi không cần"".",1,0,0,0,0,0,4,0,4,0,0,0,nha_hang 
737,"Tuy ảnh hưởng mùa covid không hỗ trợ được trực tiếp nhưng hỗ trợ online với thái độ thân thiện, nhanh chóng và chính xác.",0,5,0,0,0,0,0,0,0,0,0,0,luu_tru 
738,"Thực sự thực sự thất vọng. Tôi đã muốn ở đó một năm rồi .. Cuối cùng thì vợ tôi, 4 tuổi rưỡi và tôi đã tìm thấy một đêm Chủ nhật buồn ngủ để thư giãn. bữa ăn nhẹ nhàng và lãng mạn.",0,4,0,4,0,0,1,0,0,0,0,0,giai_tri luu_tru an_uong 
739,"Có hàng giao dịch vụ, nhưng không nhận được nước giải khát",0,0,0,4,0,0,0,0,0,0,0,3,an_uong mua_sam 
742,Thức ăn không tươi + không ngon + phục vụ siêu chậm như không muốn tiếp khách. Never come back và cũng ko giới thiệu bạn bè,1,0,1,1,0,0,0,0,0,2,0,0,giai_tri nha_hang 
744,"Đường xung quanh chợ ko giao thông được. Rất bẩn và mua bán hổn độn.!!!!
",0,0,0,0,0,2,0,0,0,0,2,0,di_chuyen mua_sam 
751,"Từ lần liên lạc ban đầu của chúng tôi cho đến khi đón tại sân bay, mọi thứ đều diễn ra suôn sẻ. Giao tiếp tuyệt vời cộng
 với hướng dẫn rõ ràng và chính xác đảm bảo chúng tôi tìm thấy tài xế của mình chỉ trong vài phút.",4,0,0,0,0,0,0,0,0,0,5,0,giai_tri di_chuyen 
752,"Mình mới đi hòn khô về và đã ở khách nì, khách sạn thuộc dạng mới khai trương nên rất sạch sẽ thoáng mát, không gian cũng rất ổn, đặc biệt view biển max đẹp luôn. Ngắm hoàng hôn, bình minh chi cũng không thể chê vào đâu được.
Đồ ăn ở đây toàn hải sản tươi sống, xún biển bắt lên tươi roi rói nhảy đành đạch luôn à. Nếu bạn đâng có dư định đi hòn khô thì Nhơn Hải là một lựa chọn đáng để tham khảo đó nha!",0,5,0,0,0,0,0,5,0,5,0,0,an_uong 
756,"Good parking and price! Bãi đậu xe rất rộng rãi, nhà hàng ngay dưới sân rất tiện cho ăn uống nếu ko muốn đi ra ngoài",0,5,5,0,5,0,0,5,0,0,0,0,nha_hang di_chuyen 
757,Thức ăn tuyệt vời! Bạn có thể thư giãn và thưởng thức khiêu vũ trong khi ăn tối. Rất khuyến khích.,0,0,0,5,0,0,5,0,0,5,0,0,giai_tri 
760,"Buffet hơi ít lựa chọn, còn chất lượng mình thấy khá ok.",0,0,3,4,0,0,0,0,0,0,0,0,nha_hang an_uong 
762,"Quán có không gian ổn, đồ ăn tương đối nhanh, và vị đồ ăn ngon, dễ ăn. Đây sẽ là địa điểm mình sẽ quay lại.",0,0,4,4,0,0,0,0,0,4,0,0,nha_hang 
763,"Món ăn ngon và phục vụ rất nhanh, chỗ ngồi thoải mái, nhân viên phục vụ rất tích cực và thân thiện! Sẽ quay lại.",4,0,4,4,0,0,5,0,0,5,0,0,nha_hang 
772,"Địa điểm tiện đi lại, nhận phòng gửi đồ ko tiếp xúc rất an toàn, mùa dịch vc mình thích nhất chỗ này",0,0,0,0,4,0,0,4,0,0,0,0,luu_tru di_chuyen 
773,"Hôm nay ghé tinh hoa mua rau câu ăn , nhiều loại quá không biết chọn sao luôn , và sau một hồi lựa qua lựa lại mình chọn 1 hộp rau câu sữa bắp màu xanh xanh . Giá một miếng là 3k có bán từng miếng và mình mua 1 hộp 10 miếng 30k . Một miếng khá to , 2 đứa ăn 10 miếng muốn ná thở luôn . Rau câu được bảo quản lạnh nên ăn mát mát , theo mình thì hơi ngọt nên ăn hơi nhanh ngán đó là điểm trừ duy nhất . Vì rau cau giòn , thơm mùi sữa bắp , cà phê . Sẵn mua cái bánh bông lan trứng muối nữa nhưng không thích lắm vì cốt bánh không chắc , và mắc . Vậy nên khuyên các bạn nên ăn thử rau câu ở đây nha ^^",0,0,0,5,0,5,0,0,0,4,0,0,mua_sam 
778,"Dù mình chưa đặt bánh nhưng mà shop đã tư vấn rất nhiệt tình, mình rất thích",0,0,0,5,0,0,0,0,0,0,0,5,an_uong mua_sam 
779,"Quán ngay cạnh biển, không khí mát mẻ, giá cả đồ uống phải chăng, sẽ quay lại vào dịp tới đến Quy Nhơn",5,0,0,0,0,0,0,0,0,5,0,0,giai_tri an_uong 
782,"Nhận và giao hàng ổn nhưng thông báo trước 1 ngày không thể đặt trước để trả lại sân bay 😩 nhân viên phục vụ đúng giờ
 và lịch sự, xe chỉ cách lối ra một đoạn ngắn",4,0,0,0,4,0,0,0,0,0,3,0,giai_tri 
788,"Chúng tôi đến chợ khoảng 1 giờ chiều và nơi này đông đúc bởi hầu hết khách du lịch. Tất cả các túi là giả và được bán với giá cao và chúng tôi đã phải đối phó với chúng. Chúng tôi đã thấy nhiều điểm bán thực phẩm địa phương nhưng có vẻ bẩn nên chúng tôi đã không thử. Nếu bạn không biết đi đâu, đây có thể là một lựa chọn.",0,0,0,0,2,0,0,0,0,0,0,3,di_chuyen mua_sam 
789,"60k cho bé dưới 2 tuổi , quá đắt, k có điều hòa nóng vãi chưởng
",1,0,0,0,0,0,0,2,0,0,0,0,giai_tri luu_tru 
790,"Hôm nay cả nhóm quyết định nhờ bạn HDV thuê 3 chiếc xe máy giá rẻ chỉ 100k/ chiếc. Nhờ bạn í dẫn đi quanh thành phố, đi ghềnh ráng và Tháp đôi( ghềnh ráng thì đang được trùng tu nên không tham quan hết được, cả nhóm đến tháp đôi(8k/vé vào cổng). Xong mấy điểm trên thì cả nhóm đi ăn sáng Quán bún Thuỳ bên đg tăng bạt hổ, ăn xong thì đi Cf thôi. Trưa đc bạn HDV giới thiệu về tour cắm trại của bạn ấy làm riêng cho khách với giá 300k/ng. Đang tin tưởng vì sự nhiệt tình của bạn í, book luôn,. Thế là cả nhóm về homstay ngỉ trưa, 3h chiều thì bạn HDV qua phòng đưa cả nhóm đi ăn ốc chỗ Ngọc Hân Công chúa, đủ các loại ốc biển với giá 15,20k/ dĩa. 6 người ăn mất 215k.😝😝 4h bạn HDV bảo bắt đầu đi cắm trại nhé! Hầu hết trại và đồ nướng buổi tối thì đều đc chuẩn bị trước( nem, ché, ốc biển, tôm, mực, cá... và cả rượu bàu đá) vậy là chỉ việc chạy xe đến nơi đấy thôi. Có chiếc xe máy thật tiện lợi vô cùng
",3,0,0,3,4,0,4,0,0,0,0,0,an_uong di_chuyen 
795,"Quán ngay sát bờ biển, giá cả bình dân, đồ uống cũng dc k đến nỗi nào. Deco đẹp. 1 quán ven biển đẹp cho các tín đồ thích tự sướng.",5,0,5,3,0,0,0,0,0,4,0,0,giai_tri nha_hang 
798,"Đi tàu cánh ngầm đến Vũng Tàu thật nhẹ nhàng. Tuy nhiên, khi trở về, chúng tôi đi trung bình khoảng 10km một giờ. 
Cơn ác mộng tuyệt đối! Kết quả là tôi đã bỏ lỡ một chuyến bay!",3,0,0,0,1,0,0,0,0,0,3,0,giai_tri 
799,"Tôi đến đây 2 năm trước, và gần đây vừa trở lại cho một chuyến thăm ngắn. Thức ăn hơi khác so với những gì tôi nhớ nhưng nói chung là rất tốt. 
Không khí ấm cúng và đội ngũ nhân viên tuyệt vời như mọi khi. Rất khuyến khích khi bạn đi du lịch một mình, bạn không thể tìm thấy những người bạn mới ở bất cứ đâu nhanh hơn thế này.",5,0,5,5,0,0,0,0,0,4,0,0,giai_tri nha_hang 
804,"Rượu bàu đá chính gốc chất lượng, sản phẩm đẹp với nhiều mẫu mã và bao bì bắt mắt. Tôi sẽ mua để làm quà tặng cho gia đình, bạn bè và đồng nghiệp của tôi",0,0,0,0,0,5,0,0,0,4,0,0,an_uong mua_sam 
807,"Tuyệt vời để đi lại từ quận này sang quận khác thông qua đường thủy vì nó rất nhanh. Tương tự như điểm dừng xe buýt. 
Khuyên bạn nên đi vào ban đêm vì đèn đêm rất đẹp ở Hồ Chí Minh.",4,0,0,0,4,0,0,0,0,0,4,0,giai_tri 
809,"Nhân viên cực kì dễ thương, nhiệt tình từ anh quản lý tới cô lao công, ai cũng dễ thương vui vẻ. Phòng cách âm tốt ! view đẹp !",0,5,5,0,0,0,0,5,0,0,0,0,nha_hang 
812,"Cảnh giác với nhân viên quán đội lốt hướng dẫn viên. Với giá 450k/tour , họ chỉ mua vé giúp và dẫn đến quán cơm họ thôi. Nên tự túc đến kì co mà ko thông qua họ, đi kì co rất dễ dàng.",0,0,0,0,0,0,4,0,0,0,0,0,giai_tri 
813,"Đồng thời trên booking.com, đây là phòng 4 sao, nhưng có vẻ 4 sao này là tiêu chí đánh giá của booking, chưa phản ánh đúng tiện nghi và dịch vụ của khách sạn này. Mình đi du lịch khá nhiều, và với mình khách sạn này chỉ tầm 2 sao.",5,0,0,0,0,0,0,3,0,0,0,0,giai_tri luu_tru 
818,"Review Quy Nhơn - Phú Yên cho chuyến đi 4 ngày 3 đêm cùng nhóm 6 bạn trẻ đến từ Hải Phòng!!!!! Ngày 1: (Nếu đến sân bay sớm tầm buổi sáng) Đón khách tại sân bay Phù Cát và ghé tham quan Hầm Hô - Tây Sơn - Tháp Bánh Ít Ngày 2: 7h sáng gọi thuê xe máy của dịch vụ cho thuê xe máy Quy Nhơn giá rẻ, xuất phát đi Phú Yên để đến điểm đầu tiên là Mũi Điện, nếu có thể thì nên đi sớm thì thời tiết tại Mũi Điện (nơi đón ánh bình minh đầu tiên trên đất liền Việt Nam thì sẽ mát mẻ hơn ) Bọn mình đi muộn quá. Tham quan Mũi Điện xong chúng ta di chuyển đến Bãi Xép nơi đây là 1 cảnh trong phim Tôi Thấy Hoa Vàng Trên Cỏ Xanh Tiếp theo đoàn di chuyển đến Đầm Ô Loan để ăn trưa và nghĩ ngơi Nghĩ trưa xong di chuyển đến Gành Đá Đĩa Gành Đá Đĩa là một tập hợp các trụ đá hình lăng trụ xếp liền nhau, hòn nọ nối hòn kia kề với sóng nước. Và sau đó team đến với điểm tiếp theo là nhà thờ Mằng Lăng với lịch sử gần 120 năm tồn tại, nhà thờ Mằng Lăng được coi nhà thờ cổ nhất tỉnh Phú Yên và là một trong những nhà thờ lâu đời nhất của Việt Nam, nơi này vẫn đang giữ cuốn sách đầu tiên được in bằng chữ quốc ngữ. Sau khi tham quan xong nhà thờ Mằng Lăng chúng ta kết thúc và bắt đầu về lại Tp. Quy Nhơn để nghĩ ngơi! (Mũi Điện - Hoa Vàng Cỏ Xanh - Gành Đá Đĩa - Nhà Thờ Mằng Lăng) Ngày 3: Quy Nhơn (Tour 2 đảo Hòn Khô Kỳ Co) 7h sáng chúng ta sẽ đến với đồi cát Phương Mai Sau đó di chuyển đến Hòn Khô để di chuyển cano đến Kỳ Co đến trưa chúng ta sẽ quay trở lại Hòn Khô để lặn ngắm san hô và chụp ảnh tại đây Sau đó chúng ta quay lại nhà hàng để tắm tráng và ăn hải sản rồi nghỉ ngơi Tiếp theo nên di chuyển đến Khu dã ngoại Trung Lương trước vì lúc này trời cũng còn khá nắng và tham quan chụp ảnh tại Trung Lương xong thì sẽ quay trở lại Eo Gió nơi đây còn gọi là Đảo Jeju phiên bản Việt Nam! Và kết thúc ngày tham quan các đảo tại Quy Nhơn! Ngày 4: Tham quan thành phố, mua quà và checkout di chuyển ra sân bay!!!!!",0,0,0,0,4,0,4,0,0,0,4,0,giai_tri 
823,"Resort tự dán mác 5 sao, giá thì 5 sao nhưng chất lượng chỉ đáng 3 sao, phần xây dựng, tiện tích chỉ 2 sao.
Phần xây dựng xuống cấp, trần hành lang bong tróc từng miếng, nước chảy thấm thành vệt hở hoác, tường lem nhem lồi lõm rất xấu, sơn bạc màu hết k thây sửa chữa, cửa phòng cả cửa chính và cửa trong phòng mốc ố đen bẩn, cửa ra lô gia kéo gãy tay mới được, phòng wc thì ổ cắm chỉ dành cho dao cạo râu, k sấy tóc được, sàn dùng nhựa đi chân đất cảm giác rất bẩn, thiết kế nội thất k sang trọng. Hành lang nối từ lễ tân sang khu nhà hàng bị cắt điều hòa đi nóng khó chịu.
Buffet sáng thì siêu tệ, đồ ít, ở 5 ngày thì 90% món là giống nhau, chỉ ngày đầu + cuối có đổi 1 món. Resort biển nhưng chỉ có 1 ngày đầu có 1 món cá là đồ biển, còn lại toàn đồ ăn nhanh như ở thành phố.
Bể bơi tiếp tục là điểm trừ, nước đục nhờ nhờ chắc phải 1 tháng chưa thay nước, phòng wc giữa bể bơi nhìn bên ngoài bẩn thỉu k được dọn dẹp, cửa dán decal lung tung, đèn k có, chỉ dẫn k có nên cũng k dám vào bên trong.
Ở quá xa Quy Nhơn nên nếu đi lại tpho chơi thì hơi tốn tiền taxi.
Biển nằm cạnh làng chài nên k sạch lắm, đi tắm vớt dc 1 đống vỏ gói mì tôm.",1,1,0,1,0,0,0,1,0,0,0,0,giai_tri an_uong 
824,"Quán cà phê và khách sạn, trong chính khách sạn, chúng tôi không chỉ ở trên bãi biển. Họ làm sạch bãi biển và làm sạch. Có một số giường tắm nắng với ô. Biển sạch. Nơi này thật đẹp. Nhưng rất nhiều rác trên bờ biển gần làng. Bạn có thể đi chèo thuyền kayak trên đảo ở đây.",0,3,0,0,0,0,5,0,0,0,0,0,giai_tri luu_tru 
825,"Vị trí tuyệt vời. Mặt bằng rộng rãi. Nhân viên lịch sự và nhiệt tình tuy nhiên giá cả hơi đắt và ít khuyến mãi. Có khu vui chơi rộng rãi nhiều trò cho bé free.
",4,0,0,0,0,0,0,4,0,0,0,0,giai_tri luu_tru 
826,"Sau đó, anh ta chuyển tôi cho một người lái xe khác, vì anh ta tự xưng là quản lý. Người lái xe thứ hai này đã chuyển hành lý của tôi vào xe của anh 
ta (trông không giống xe Vinasun và không có đồng hồ đo). Người lái xe đầu tiên thông báo cho anh ta tiền để tính tiền cho tôi.",1,0,0,0,1,0,0,0,0,0,1,0,giai_tri 
830,"Bãi tắm mới được xây dựng theo phong cách Hawaii, khá dễ thương. Bãi biển đẹp và sạch. Nhân viên thân thiện, vui vẻ, nhiệt tình.Điểm trừ là giá cả khá đắt (chắc do đối tượng chính là người nước ngoài) và nước uống không ngon.",3,0,2,0,0,0,4,0,0,0,0,0,nha_hang 
836,"Bình thường mình đánh giá khá tốt về Quán ăn ngon và mình thích Quán ăn ngon ở Phan Đình Phùng vì không gian đẹp, ko quá ồn ào. Nhưng mới đây, nhân viên có thái độ phục vụ ko tốt lắm, chờ mãi mới có bạn ra ghi order đồ ăn rồi cách phục vụ rất ư là thiếu nhã nhặn với khách.",1,0,0,4,0,0,0,0,0,3,0,0,giai_tri 
837,"Nhân viên thân thiện, hỗ trợ nhiệt tình. Gần trung tâm đi lại thuận tiện.",0,4,0,0,3,0,0,4,0,0,0,0,di_chuyen 
839,"Dịch vụ chất lượng, giá rất rẻ, ông chủ vui vẻ. Phục vụ chuyên nghiệp. Tuyệt vời!
",0,0,0,0,5,0,5,0,0,0,5,0,giai_tri 
842,"Tuyệt vời, giá ok, sẽ quay lại đây và giới thiệu cho bạn bè",0,4,0,0,0,0,0,0,0,0,5,0,luu_tru di_chuyen 
844,"Việc lái xe đến khách sạn của chúng tôi thật thư giãn và thú vị. Tài xế của chúng tôi vừa chuyên nghiệp vừa lịch sự. 
Chúng tôi cảm thấy rất an toàn khi ở trong tay tốt như vậy. Chiếc xe của chúng tôi rất thoải mái và sạch sẽ, không thể thiếu toàn bộ trải nghiệm. Chúng tôi chắc chắn sẽ sử dụng Chuyển đến Tư nhân trong tương lai và sẽ không do dự khi giới thiệu họ.",5,0,0,0,5,0,0,0,0,0,5,0,giai_tri 
846,"Quán nhân viên bao che với nhau để chống chế khách, nhân viên làm lỗi mà quản lý bao che, còn dám nói một dĩa dưa hấu 2 miếng nhỏ mà 50k. Chả có nhà hàng nào món tráng miệng sau ăn mà thu tiền khách. Chủ nhà hàng mà muốn biết thì liên hệ để bít việc nhân viên làm như thế nào. Đã vậy còn k dám cho khách chụp hình nhân viên thì điều đó có nghĩ là như thế nào, chụp để có bằng chứng đối chiếu. Ngày 16/07/2020 lúc 20:77. Hoá đơn 1tr4 Ăn 5 món đoàn gồm 13 người",0,0,0,1,0,0,0,0,1,0,0,0,nha_hang an_uong 
863,"đi du lịch trãi nghiệm mà chưa đến làng chài Nhơn Lý thì thật đáng tiếc mọi người nhé! Đồ ăn tươi ngon, rẻ. Dịch vụ homestay rất ok. Mấy quán café view xịn xò.",0,4,0,4,0,0,5,0,0,5,0,0,giai_tri luu_tru 
868,"Tình cờ biết được nhà hàng chuyên về pizza, gia đình tôi đã ghé thăm và thưởng thức đồ ăn. Ngon tuyệt.",0,0,0,5,0,0,0,0,5,5,0,0,nha_hang 
873,"nhân viên vui vẻ nhiệt tình, phòng ốc đẹp, sạch sẽ, ăn sáng vừa phải,",0,3,0,3,0,0,0,5,0,0,0,0,an_uong 
874,"Giá vé 1 chiều là 200.000vnđ, bé nhà mình 10 tháng được miễn phí. Có không gian cho hành lý và chúng tôi nhận được một chai nước miễn phí.",4,0,0,0,0,0,4,0,0,0,4,0,di_chuyen 
882,"Hướng dẫn đến kịp thời. Anh ấy nói tiếng Anh tốt. Ông ấy rất sẵn lòng đáp ứng nguyện vọng của chúng tôi để thêm vào sự bố thí của nhà sư. 
Ông đã giải thích rất nhiều về lịch sử của Lào tại bảo tàng và các ngôi chùa. Rất khuyến khích!",5,0,0,0,0,0,5,0,0,0,5,0,di_chuyen 
888,"Thời gian công tác ở Qui Nhơn được ghé nhà hàng này nhiều lần. Nói chung là không gian quán thoáng đãng , rộng rãi và mát mẻ . Nhân viên phục vụ nhanh nhẹn , thân thiện với khách hàng . Thời gian chế biến món ăn hơi lâu một tí nhưng bù lại được ăn ngon nên cũng đáng để chờ đợi. So với mặt bằng nhà hàng thì giá cả ở đây cũng không đắt lắm . Đồ ăn ở đây có nhiều món ngon lạ, cách chế biến cũng khá hấp dẫn . Ưng nhất là món hàu phô mai và súp khoai tây hải sản. Mem nào mê hải sản nhất định phải ghé đây ăn thử nà.",0,0,0,5,0,0,0,0,5,5,0,0,nha_hang 
889,"Một tổ hợp khoa học, nơi tổ chức hội thảo khoa học thu hút nhân tài thế giới
",5,0,0,0,0,0,0,0,0,0,0,0,giai_tri 
891,"gần khu trung tâm, đi lại rất thuận tiện",0,4,0,0,0,0,0,4,0,0,4,0,di_chuyen 
