Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,pred_giai_tri,pred_luu_tru,pred_nha_hang,pred_an_uong,pred_di_chuyen,pred_mua_sam,error_rate
"Cho thuê xe máy tốt nhất ở Quy Nhơn. Chủ nhà rất nhiệt tình, vui vẻ. Xe đa dạng, mới, chạy rất êm! Khi đến Quy Nhơn, bạn cần thuê xe máy ở đây.",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Mình hay gọi ship về. Bây giờ không còn phần nhỏ 35k, chỉ còn phần 50k. Cơm thơm ngon, gà tươi. Ăn 2 người nên gọi 1 phần cơm đùi gà (50k) và 1 phần cơm thêm (5k nhưng nhiều lắm) là vừa ăn vì đùi gà khá nhiều. 2 người ăn chỉ thiệt hại 55k ^^ Điểm trừ: cho rất ít kim chi",0,0,0,4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,
"Rộng, nhiều mặt hàng, đa dạng phong phú, và ... đắt",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,2.0,
"Mình mua đúng 1 lần ko quay lại lần 2. Giá mắc ở quy nhơn ko nói. Vấn đề là nhân viên ko nói rõ với mình quán bán trân châu nào, làm mình về thắc mắc với admin là sao ko phải loại trân châu truyền thống. Đã vậy admin còn mỉa mai mình kêu mình đáng lẽ phải đi hỏi quán đó là trân châu gì. Ủa vậy sinh ra vị trí thu ngân order hay bạn nhân viên đứng trực tiếp đưa nước uống cho khách để làm gì. Sao quán ko biết tự động giới thiệu cho khách để khách khỏi nhầm lẫn. Hoặc có khi khách hàng đúng nhưng cách gọi thạch của quán và của khách khác nhau thì sao??? Nước uống tạm ổn ngoại trừ cách chăm sóc khách hàng của quán quá tệ. Còn lại ko gian quán được, chỗ ngồi chờ rộng rãi, nhân viên khá dễ thương và chú bảo vệ hiền. Vậy thôi!!!",0,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,"an_uong((2, 1.0)),"
"Vị trí ngay trung tâm thành phố sầm uất, view biển đẹp, giá thành rất hợp lý.",0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Quán hải sản tươi ngon, giá cả bình dân, nhân viên thân thiện",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"nhân viên cực kỳ dễ thương, vị trí trong khu biệt thự nên rất yên tĩnh, phù hợp với gia đình☺️. Giá cả so với chất lượng phòng rất tốt.",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"Đồ ăn ở đây khá ngon, hợp khẩu vị, phù hợp với người ăn kiêng, view đẹp, thoáng mát, giá cả phải chăng.",0,0,5,5,0,0,0.0,0.0,5.0,5.0,0.0,0.0,
"Quán view đẹp, thoáng, mát mẻ, không gian đẹp. Trà đào li to uống bao ngon bao đã, có mấy miếng đào ăn đã miệng. Bánh thì bình thường không đặc sắc lắm. Nhân viên thì cực dễ thương, phục vụ tốt. Sẽ quay lại",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Khe vịn mở cửa tủ quần áo hơi cạn nên khi mở hơi khó, dễ gãy móng tay, nên khoét sâu hơn hoặc có nắm cửa bên ngoài.",0,2,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,"luu_tru((2, 3.0)),"
Thái độ nhân viên quá tệ,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,"luu_tru((2, 1.0)),"
"Chợ cá tươi, giá không mắc tuy nhiên phải biết thương lượng. Chợ chuyên bán hải sản tươi sống và các mặt hàng thực phẩm đơn giản. Các chủ sạp hàng dể mến thân thiện. Lưu ý khi đến chợ bằng xe máy nên gởi xe trong chợ nếu không dể bị CAGT phạt",0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,4.0,"mua_sam((5, 4.0)),"
"thuê xe ở đây có một cái lợi là nếu có trả xe trễ cũng không bị tính thêm, gia cả hợp lý, dòng xe chạy êm và còn mới, có dịp sẽ ủng hộ shop",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Đồ ăn ngon, hải sản tươi, quán sạch, nhân viên dễ thương. Được thưởng thức món tôm hùm tươi, nấu cháo ngon.
Thực đơn 2 tôm hùm baby, 1 cua huỳnh đế, và thêm vài món chưa đến 2 triệu đồng.",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Địa điểm thuận tiện, Nhân viên thân thiện, nhiệt tình",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"Tré ở đây bán ngon mà rẻ nữa. Cóc non chua chua ăn sướng
",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Đi ngang qua thấy đông quá nên vô thử, hàng hải sản khá rẻ tươi ăn khá ngon, sẽ giới thiệu cho bạn khi bạn đến Qui Nhơn",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
Nhân viên tên Quân rất nhiệt tình và dễ thương,5,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,"giai_tri((5, 4.0)),"
"Rất hài lòng với dịch vụ ở đây,hỗ trợ nhiệt tình ,chu đáo,sẽ quay lại lần sau
",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Bánh mì kẹp thịt của tôi là những chiếc nhẫn hành tây thơm ngon, hoàn hảo, giòn và nhẹ.",0,0,0,4,0,0,0.0,0.0,0.0,5.0,0.0,0.0,"an_uong((4, 5.0)),"
Giá mắc quá. Gấp đôi sài gòn. Kêu tôm sú sống mù tạt. Ko có chỉ có tôm sú ướp đá 750k/kg .oh my god,0,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,"an_uong((2, 1.0)),"
"Ngon, giá hợp lý Không thích món gà rán vì ăn quá chán Nhưng mà đồ nướng thì tẩm ướp ngon dã man, nước chấm cũng vậy Quán đông kinh khủng nhưng nhân viên rất nhanh nhẹn, nhiệt tình ko phải đợi gì cả",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Thương hiệu gà rán nào cũng có kem của mình, Jollibee cũng vậy. Ăn gà rán xong thì ăn kem tráng miệng đi nè, kem béo béo thơm mùi sữa ăn thích ha, giá rẻ nữa, có mấy ngàn 1 cây to oạch, ăn 1 cây là no rồi. Mà kem khá ngọt nên ai không thích ngọt thì sẽ nhanh ngán ấy. Nói chung là với giá cả như vậy cho một cây kem như thế theo mình là hợp lí lắm rồi. À mà Jollibee hay có các chương trình khuyến mãi lắm ấy, với hay có chú ong Jollibee hoạt náo trước tiệm nữa nên trẻ con thích lắm!",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Địa điểm nhìn nhếch nhác, tối, cũ. Chỉ có phòng 1 người, có bồn tắm bên trong, kiểu ""thư giãn"" sau chầu rượu cho các ông. Giá đắt hơn các spa xịn khác có dịch vụ massage. Nếu bạn là phụ nữ hoặc nam mà thật sự cần massage để thư giãn trong sáng, đi nhóm...thì không nên đến đây.",2,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,
"Món ăn ngon, nóng, nhân viên phục vụ Hoàng Long và Quân chu đáo nhanh nhẹn ! Sẽ quay lại và lần tới và dẫn theo bạn bè",5,0,0,5,0,0,5.0,0.0,0.0,5.0,0.0,0.0,
"Nhân viên lễ tân và bảo vệ thân thiện, dễ thương",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"Máy lạnh cũ nên không điều chỉnh được nhiệt độ, hơi nóng",0,2,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,
"Tôi đã được đón bởi corp này và tài xế khăng khăng tôi đặt chiếc túi nhỏ của tôi trong cốp xe cùng với chiếc vali. 
Tôi đến khách sạn của mình và anh ấy đã thay đổi từ chối đưa cho tôi chiếc túi nhỏ của tôi và khẳng định tôi đã không đưa nó cho anh ấy. Anh ta từ chối mở cốp xe và để tôi nhìn, trở nên hiếu chiến, hung bạo và đe dọa tôi trước khi cướp tiền của tôi và lái xe đi.",1,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,
"Nhân viên nhiệt tình, thân thiện. Phòng sạch sẽ, có bồn tắm, view biển, tiện nghi đầy đủ",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"Không gian nhỏ nhưng thoáng, menu đa dạng, giá rẻ. Bánh ngon tuyệt nhưng hơi nhỏ. Nước uống cũng ngon lắm. Chỉ có 1 nhân viên nên nhiều lúc đợi hơi lâu",0,0,0,4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,
"Lần đầu tiên đến Quy Nhơn du lịch, cũng may tìm được chổ thuê xe máy xịn, giá là rẻ vô cùng. Mấy anh nhân viên bên này tư vấn rất nhiệt tình và tội, còn dẫn đường cho mình về home sợ mình không biết đường nữa",0,0,0,0,4,0,0.0,0.0,0.0,0.0,5.0,0.0,"di_chuyen((4, 5.0)),"
"phòng sạch sẽ, ks tiện nghi, gần biển.",0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Chẳng biết nói gì hơn ngoài việc cảm ơn bạn rất nhiều. Xe mới, tốt, giá rẻ thì quá nhiều người review rồi nhưng hô nay mình phải cảm ơn bạn vì đã rất thật thà và tử tế. Mình trả xe và để quên ví trong cốp xe, lúc gửi lại xe thì cũng vội vàng ko kiểm tra. Bạn mang xe về và đã chủ động quay lại trả ví cho mình, mình thật sự bất ngờ vì lúc ấy mình đang lục tung khách sạn lên để kiếm. Bạn xứng đáng nhận được 10/10 điểm vì chất lượng dịch vụ",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
Đó là một nơi bị bỏ hoang nằm trên một bãi biển rất rất rất bẩn! Thật buồn làm sao nó bẩn thỉu ..,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,"giai_tri((2, 1.0)),"
"Ăn no, món ăn ngon, gia đình mình ăn xong cả bàn ngổn ngang đĩa niêu vì mỗi đĩa rất ít. Cơm và cá ngon, canh hơi chua quá, tôm bình thường, kho quẹt bình thường, rau thập cẩm trình bày mất thẩm mỹ. Điểm trừ là phục vụ kém, ra đồ chậm, không biết gợi ý cho khách, ko miêu tả đc độ ít của đồ ăn. Nước ngọt và bia cũng phải gọi mấy lần mới có",0,0,0,2,0,0,0.0,0.0,0.0,2.0,0.0,0.0,
"Các nhân viên phục vụ vui lòng. Bánh phô mai là loại bánh của Nhật, mềm và bông. Giá cà phê The Legend Special cao gấp đôi giá cà phê expresso. Hạt cà phê là từ cầy hương của mèo pooh. Nó rất dày và mạnh mẽ.",0,0,0,3,0,0,0.0,0.0,0.0,4.0,0.0,0.0,"an_uong((3, 4.0)),"
Phòng rộng. sạch sẽ. có thể ở tới 4 người,0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"dịch vụ rất tốt, đặc biệt là đông khách nước ngoài bởi đội ngũ nhân viên tại đây rất nhiệt tình và nhanh nhẹn. Bạn chắc chắn sẽ hài lòng và thích thú khi di chuyển bằng xe máy tại cho thuê xe máy Hoài Bảo, ở đây toàn xe đời mới, chạy mạnh và êm, tiết kiệm nhiên liệu mà giá cả cho thuê lại rất hợp lý chỉ từ 100.000/ ng ày. Phục vụ 24/24 không phát sinh thêm phí phụ thu.",0,0,0,0,4,0,0.0,0.0,0.0,0.0,5.0,0.0,"di_chuyen((4, 5.0)),"
"Hôm bữa thằng bạn nó dẫn ăn sáng ở quán này. Thấy quán cũng đông khách quá trới quá đất. Bánh hỏi theo mình ăn ngon, nước mắm vừa ăn, mà ngoài này ăn bánh hỏi thấy người ta cho thêm 1 chén cháo ăn kèm, cháo thì theo mình ko ngon. Quán đông khách nên hơi chật chội, phục vụ bình thường",0,0,0,5,0,0,0.0,0.0,0.0,3.0,0.0,0.0,"an_uong((5, 3.0)),"
"1 ngày tính 14 tiếng bắt đầu từ lúc nhận xe rất có lợi cho khách hàng. Đợt trước mình đi nha trang thuê phải chiếc xe vừa cũ vừa nát mà sáng thuê tối phải trả ko xịn mịn như chổ này. Giá rẻ nữa, 150K cho chiếc tay ga ngon lành quá rẻ",0,0,0,0,4,0,0.0,0.0,0.0,0.0,4.0,0.0,
Tất cả đều tốt từ nhân viên lễ tân tới phòng và vị trí khách sạn,0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"Quá ngon và rẻ, huhu, hôm đấy ăn rõ nhiều, không nhớ giá lắm nhưng mình ăn siêu no mà lúc tính tiền bất ngờ vì quá ngon và rẻ, nước chấm siêu ngon, cô bán hàng cũng vui tươi, nhất định quay lại 🤤🤤🤤, mình lần đầu hơi khó tìm tại đi bộ mà đường hơi tối.",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
Đã thử qua sữa tươi trân châu đường đen nhìu quán nhưng hôm nay mới uống thử của bobapop ! Có độ ngọt vừa phải cộng thêm vị béo của sữa nói chung tuyệt vời ông mặt trời ☀️ ! Nhân viên nhiệt tình và khá thân thiện vs không gian thoáng mát và sạch sẽ !!!,0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Do đường chính đông đúc nên nếu đi xe cá nhân phải đỗ xe ở bãi riêng, phí 80k/ ngày đêm.",0,0,0,0,4,0,0.0,0.0,0.0,0.0,3.0,0.0,"di_chuyen((4, 3.0)),"
"Đến chất 1 và không thích lắm trong vấn đề order nước, tính tiền xong ngồi đợi 15p sau nhân viên báo hết món đã order. Order món kem + trái cây + khúc bạch ( giá 29k) thì chẳng thấy khúc bạch gì cả mà nhân viên còn không thèm thông báo cứ làm xong giao cho khách. Không muốn ghé thêm lần nào nữa",0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
"Quy Nhơn trở thành con mồi hot cho những hãng trà sữa có tiếng tăm ở những thành phố lớn khác khi nào vậy. Thêm 1 quán trà sữa Heekcaa mới mở cho những team truy lùng trà sữa lạ rồi nhé. Ở đây mới mở nhưng giá thì hơi chát, từ 39k-65k tùy chọn hương vị nhé, có cả món nước nữa, gần như là gấp đôi gấp 3 những hãng tà sữa khác nên bạn phải cân nhắc về chất lượng và đồng tiền bỏ ra. Mình thấy cũng khá là ngon, nhưng hơi chát so với đối tượng sinh viên để bỏ ra 1 khoản tiền uống trà sữa như v nhé.",0,0,0,4,0,0,0.0,0.0,0.0,3.0,0.0,0.0,"an_uong((4, 3.0)),"
"Sau 11 ngày xuyên Việt, chúng tôi đã thử món phở được đề xuất này. Tôi đã ăn súp ngon hơn nhiều ở Việt Nam và nhân viên ở các nhà hàng khác thân thiện hơn nhiều. Các nhân viên thân thiện như ở hầu hết các thành phố phương Tây. Đánh giá quá mức.",0,0,0,3,0,0,0.0,0.0,0.0,3.0,0.0,0.0,
"Quán rộng , đô ăn đồ uông gì cũng đêuf dc chăm chút khá tỉ mỉ , dệp mắt , tối thứ 3 quán này có ca nhac acoustic nữa , rất thích capuchino của quán này , đều ở mức viawf phải , k quá ngọt , k quá đắng , sánh vừa thanh thanh , nhạc thi ok , phần lớn là các anh lớn lớn nên hát mấy bài hồi xưa , kiêu hoài niem í",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
Trung tâm mua sắm địa phương tốt đẹp. Ai đó có thể tìm thấy hầu hết mọi thứ ở đây.,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,5.0,
"Một số người nói với tôi rằng nếu bạn trả tiền cho tài xế bằng đồng hồ, rất có thể anh ta sẽ RIP bạn vì bạn không biết khu vực đó; 
họ sẽ lái xe trên tuyến đường dài hơn vì họ có thể nói với bạn là người nước ngoài. Dù sao, tôi đã cố gắng hỏi họ một mức giá cố định ngay từ đầu và đưa cho họ địa chỉ, và trên tất cả BA lần riêng biệt với các tài xế khác nhau, cả ba người trong số họ đã tính cho tôi BỐN THỜI GIAN nhiều hơn tôi cần phải trả.",0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,0.0,"di_chuyen((2, 1.0)),"
"Quán Ăn Ngon có không gian rất ấn tượng, dân dã mà ấm cúng. Phù hợp với bữa ăn gia đình hoặc tiếp khách .",0,0,4,4,0,0,0.0,0.0,5.0,5.0,0.0,0.0,"nha_hang((4, 5.0)),an_uong((4, 5.0)),"
Sạch sẽ. Nhân viên nhiệt tình. Mình book sát ngày phòng rẻ nhất nhưng khi gọi cho ks lại đc up lên phòng xịn sò hơn có cả ban công và bồn tắm với mức giá quá rẻ so với mặt bằng chung ks ở khu đó. Đã vậy còn đc hỗ trợ nhận phòng sớm nữa. Ưng ý hết mức.,0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"Lúc trước ăn 1 2 lần thấy oke. Nhưng hôm qua ghé lại ăn thì thấy chất lượng giảm nhiều, cơm trong maki khá dẻo gây ngán. Món lẩu thì mùi bơ nồng nặc. 4 người ăn chưa ni mà gần 1 triệu. Giá vs chất lượng như vậy là khá cao.",0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Nghe nói bánh ở đây ngon với đồ uống ok lắm. Mưa gió bọn mình vẫn vác đít đi. Đi ngang nhièu lần rồi nhưng vì thấy bàn ghế bằng sắt nên mình hơi k thích. Ngồi ê mông lắm. Nhưng vào rồi thấy bên trong còn phòng kính voi trên lầu nữa. Có ghế gỗ tựa bằng nệm. Thấy ok rồi. Đồ uống cũng được. K có gì đặc sắc. Giá cả tạm ổn. Mà bạn mình kêu cafe sữa đá mà kiểu ít sữa hay s ý. Đắng kinh khủng. Bánh ngon. Khi nào rảnh vẫn sẽ vác đít quay lại,0,0,0,3,0,0,0.0,0.0,0.0,4.0,0.0,0.0,"an_uong((3, 4.0)),"
"Rượu bàu đá chính gốc chất lượng, sản phẩm đẹp với nhiều mẫu mã và bao bì bắt mắt. Tôi sẽ mua để làm quà tặng cho gia đình, bạn bè và đồng nghiệp của tôi",0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,5.0,
"Phòng ở tiện nghi, vị trí thuận tiện ra ngay biển. Có thể thoải mái dạo bộ đến những điểm vui chơi. Nói chung là rất ưng hotel này khi tới Nha Trang.",0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Trời se lạnh đi ăn lẩu nướng là sướng nhất. Quán này mở từ 4h chiều mà lúc mô cũng đông khách hết à. Quán nhỏ nhỏ nhưng khá sạch sẽ. Tầm chiều tối là đông khách lắm. Gía cũng phải chăng, chứ k đắt đỏ, so với mấy quán kia, giá quán này hơi nhỉn hơn xíu, nhưng khá là chất lượng, Đồ nướng ướp thấm. Lẩu cũng ngon nữa. Đi ăn mỗi người tầm hơn 70k là no banh bụng rầu. Phục vụ khá nhanh nhẹn.",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Khách sạn khá cao cấp, từ tầng 16 có cửa sổ nhìn ra biển rất đẹp",0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Quán hơi nhỏ và khá ít bàn ghế , nhìn sơ qua không mấy ưng ý cho lắm . Giá cả ở đây nói chung là cao hơn các quán hải sản khác . Giá tầm 10k trở lên . Ốc trộn không ngon cho lắm . Càng cúm núm 40k một phần ngon nhưng hơi ít . Bình thường ở mấy quán khác 10k một phần thì ở đây cao hơn 5k nhưng chất lượng lại không được ưng ý khách hàng lắm . Tóm lại thì mình nghĩ là mình sẽ không quay lại quán này nữa . nhân viên ít mà phục vụ hơi chậm",0,0,0,3,0,0,0.0,0.0,0.0,2.0,0.0,0.0,"an_uong((3, 2.0)),"
1 điểm trừ nhỏ là buổi tối trong WC mùi cống bốc lên hơi khó chịu nhưng mở cửa sổ nhà WC ra thì mùi không còn nữa.,0,2,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,"luu_tru((2, 3.0)),"
Quán có không gian rộng rãi thiết kế thật thơ mộng và trang nhã phù hợp với mọi lứa tuổi đặc biệt là học sinh sinh viên... menu nước đa dạng phong phú với nhiều món nước lạ hấp dẫn đánh thức mọi giác quan khi các bạn đến vui chơi và thưởng thức đồ uống ở đây... quán cũng rất là dễ tìm gần các trường học và nằm ngay giữa trung tâm thành phố... cách phục vụ của các bạn nhân viên ở đây cực kì dễ thương và vui vẻ nhé... vậy thì các bạn còn không bỏ chút thời gian mà đến quán thưởng thức và sống ảo các kiểu nào...,0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Địa điểm ngay trung tâm tp.. thích hợp vui chơi mua sắm, ngoài ra gần biển. Phòng sạch - đẹp, tiện nghi, mình book vào thời điểm đang ảnh hưởng bởi covid nên giá giảm rất nhiều..",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"Giá thì ngang bằng sài gòn, đồ thì không có gì hết, con tôm giống như con tép, kim chi thì ít, cải thảo thì không có... Phục vụ thì không được thân thiện. Menu hình ảnh không được đẹp ( không phải chê, chỉ là góp ý để quán khắc phục) Chúc quán ngày càng đông khách.",0,0,0,2,0,0,0.0,0.0,0.0,2.0,0.0,0.0,
"Quán ngay cạnh Nghĩa ghẹ, hơi vắng vẻ. Tuy nhiên chị chủ rất nhiệt tình, đồ ăn ngon & sạch sẽ. Đặc biệt có món gỏi ốc rất ngon, cháo hải sản thì siêu nhiều nhân, giá cả hợp lý. 4 đứa ăn no lặc lè mà hết có 1tr thì mình thấy quá xứng đáng r ❤️",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Chuyến đi của chúng tôi yêu cầu đi phà, trả phí cầu đường, và tất nhiên, được đón một lần nữa để lái xe trở lại vài giờ sau đó. 
Mọi thứ đã được ST chăm chút và đã bao gồm trong giá bán.",0,0,0,0,4,0,0.0,0.0,0.0,0.0,4.0,0.0,
"Đôi lúc điều hòa hơi khó điều chỉnh, bố trí điều hòa trong phòng chưa làm mát được cả phòng nhanh chóng.",0,2,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,
"Trước đây thuê xe máy nên thuê gần hết xe ô tô. Chán với cách phục vụ ở những nơi đó nên tôi thử hỏi thăm bạn bè thì tìm được cửa hàng Chành xe may Quy Nhơn của Hoài Bão. Đây là người đi nhiều, xe cũng ngon, ít xăng. Chọn khó để thuê nơi này.",0,0,0,0,4,0,0.0,0.0,0.0,0.0,4.0,0.0,
"Phòng khá cũ. Mình ở 2 lần 1 lần ở phòng bình thường thì thấy ok. 1 lần ở studio view biển thất vọng thực sự. View biển đã bị chắn bởi công trình (này thì không phải lỗi của khách sạn nhưng hơi bị trái so với kì vọng của mình). Phòng thì cực kì nóng nực. Lúc mới check in vô thì bật điều hoà đúng mode và nhiệt độ thấp nhưng vẫn cực kì nóng. Gọi nhân viên lễ tân thì bạn nói câu “biết sao không?” nghe rất chối với khách hàng. Đến ngày hôm sau qua đêm rồi vẫn nóng và gọi lễ tân lần nữa thì lại có câu trả lời tương tự về việc phòng hấp hơi nhiều kính, không chủ động hỏi khách cần quạt hay cho người lên check, phải để mình yêu cầu mà vẫn còn lưỡng lự. Thực sự sau lần này chắc sẽ không quay lại nữa.",0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,
"Tôi đã thuê xe nhiều nơi nhưng chưa bao giờ hài lòng, khi sử dụng dịch vụ thuê xe của chú Xuân Tính. Chú vừa sửa xe mà còn cho thuê xe nên xe bên chú rất là ok. Hẹn gặp lại chú lần sau.",0,0,0,0,4,0,0.0,0.0,0.0,0.0,4.0,0.0,
"Nhưng mà ở đây có máy lạnh nên ok 😋. Menu k có gì đặc sắc. Quán có phục vụ cả bánh nữa. Mình không ăn nên không đánh giá được.Phục vụ hơi chậm chạp. Nước lọc của khách hết cũng không rót, đợi xin mới đi rót. Có vẻ bạn phục vụ mới vào làm. Nhìn chung thì khá ưng. Rảnh sẽ quay lại.",0,0,0,4,0,0,0.0,0.0,0.0,3.0,0.0,0.0,"an_uong((4, 3.0)),"
Siêu thị big c bán đồ còn rẻ hơn ở ngoài tạp hoá nữa. Hàng tươi ngon mà lại rất hợp lí so với mức sống chung ở người địa phương.,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,5.0,
"Mình ở Quy Nhơn 4 năm rồi... Thỉnh thoảng lâu lâu có bạn vào hay thuê xe máy để đi chơi... Mình cũng thử thuê ở nhiều chỗ khác nhau nhưng chỉ ưng ý mỗi chỗ của chú Tính thôi. Xe ga hay xe số cũng đều mới kít, động cơ ngon còn con hơn xe nhà nữa í, thích hợp với việc đi xa. Nhiều lúc mình có xe nhưng vẫn thuê xe của chú để đi chơi xa cho phê.. 😅😅😅 à tiệm chú có sữa xe nên sau mỗi lần khách trả xe chú lại hay kiểm tra xem xe có bị gì để khắc phục sữa chữa, thành thử khách sau thuê xe,xe vẫn mới và ngon như thuở ban đầu... Còn ủng hộ chú dài dài nếu có dịp ạ 🤗🤗",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Ở đây xe rất tốt, chủ thân thiện, xe còn mới. Lần nào vào đây cũng đều thuê xe ở đây. Mà đã có thẻ Vip cho khách quen chưa? Làm nhanh cho mình đi nhé. Sắp vào đấy tiếp rồi .",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Thái độ phục vụ khá tệ, không có đội ngủ quản lý làm việc theo lối gia đình nên khá lộn xộn. Thu tiền phòng trước khi cho khách nhận phòng. Phòng nhỏ và chật như nhà nghỉ, không đúng như hình đăng trên Booking.com, không có cửa sổ, không dọn phòng cho khách phải đợi khách nhắc nhở. Về vấn đề thuê xe đi lại khách sạn không báo giá cho khách trước và thu giá khá cao. Khách sạn không có phần mềm quản lý, không biết khách thuê bao nhiêu ngày, không biết khách đã đặt phòng trướng trên ứng dụng Booking.com, không biết đã trả tiền hay chưa trong khi đã thu tiền ngay trước lúc nhận phòng. Sẽ không bao giờ đến lần thứ 2.",0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,
"Tôi cám ơn công ty đã tạo điều kiện cộng tác và làm việc cùng nhau . Góp phần tăng thu nhập cho anh em tài xế xe tư nhân .
Các bạn ủng hộ Uber Bình Định nhé",0,0,0,0,4,0,0.0,0.0,0.0,0.0,4.0,0.0,
"Vị trí quá đẹp, gần biển, gần quảng trường. Chất lượng khách sạn kém, nhà vệ sinh, máy lạnh có vấn đề. Có cảm giác như nhà trọ.",0,3,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,
"Có rất nhiều thức ăn thú vị (dành cho cá sấu chúa), nhưng nó thực sự đắt và bạn không kiếm được nhiều thức ăn. Tôi không thể giới thiệu nó.",0,0,0,2,0,0,0.0,0.0,0.0,3.0,0.0,0.0,"an_uong((2, 3.0)),"
"Nước dùng không đúng vị bún bò, nhạt khó tả",0,0,0,2,0,0,0.0,0.0,0.0,2.0,0.0,0.0,
"Lần thứ 2 đến quán. Hình như mới được decor lại. Nhìn hơi khác so với lúc tết. Mà đẹp, góc nào cũng sống ảo được ấy :)) Mình gọi 1 matcha blended (37k) , 1 bánh mouse (20k), 1 yogurt passion (32k). So với mặt bằng chung ở Qn thì không rẻ, nhưng so với không gian - dịch vụ - chất lượng thì ok - chấp nhận được. Quán có không gian, nước uống, phục vụ phong cách khá giống các quán ở SG nên cũng ổn.",0,0,0,4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,
Các món hải sản tuyệt vời!!! Theo mình: cho đến thời điểm hiện tại đây là nới chế biến hải sản RẤT ngon ở Quy Nhơn mà mình biết (gần trung tâm) kêu thử món nào cũng đều ngon! Rất hợp khẩu vị của mình! Chỉ có điều vì quán thường rất đông vào giờ cao điểm nên hơi... lộn xộn xíu 😜!,0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
