index,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,pred_giai_tri,pred_luu_tru,pred_nha_hang,pred_an_uong,pred_di_chuyen,pred_mua_sam,error_type
1166,Đã ở Quy Nhơn lặn biển tại Alpha lặn Vieynam và nghỉ tại 5 Elements Garden. Bánh mì kẹp thịt và bánh Taco là những món ngon nhất ở thị trấn này mà nó phải có,5,0,0,5,0,0,0,0,0,4,0,0,giai_tri 
1168,"Cửa hàng chuyên bán đặc sản Quy Nhơn- Bình Định. Ngoài các loại hải sản như cá khô , mực khô, hàng đông lạnh  còn có bánh tráng , bánh ít lá gai, nem chả, tré, rượu bàu đá...
Ông chủ vui tính, nhân viên nhiệt tình . Mua cái gì cũng bớt giá (có giảm giá thật hay không thì có trời biết 😁).",0,0,0,5,0,0,0,0,0,0,0,5,an_uong mua_sam 
1172,"Gần chợ đêm, quảng trường, nhân viên nhiệt tình",5,0,0,0,0,0,0,4,0,0,0,0,giai_tri luu_tru 
1173,"Chúng tôi đã thưởng thức nhiều bữa ăn ở đây trong tuần của chúng tôi tại Quy bù. Nhân viên luôn dễ chịu, thức ăn rất ngon. 
Họ có thực đơn được in bằng tiếng Anh, được đánh giá cao cho nhóm của chúng tôi.Có ít nhất 3 nhà hàng sushi trong thành phố, nhưng nhà hàng này cung cấp các món ăn chất lượng tốt nhất và các món ăn chính hãng được chế biến bởi các đầu bếp Nhật Bản. Mỗi khi chúng tôi đến đây, họ đặc biệt chú ý đến mọi khách và chắc chắn rằng chuyến thăm của họ là trải nghiệm khó quên. Tôi rất muốn giới thiệu ramen của họ và tôi khá chắc chắn rằng đó là ramen thực sự duy nhất xung quanh. Giá nói chung là cao hơn so với những nơi khác, nhưng phần cũng lớn hơn. Và thành thật mà nói, ai muốn tiết kiệm về chất lượng. Chúng tôi sẽ trở lại để biết thêm.",5,0,5,5,0,0,0,0,5,5,0,0,giai_tri 
1176,"Không gian cảng cá kết hợp phà. Cho người thích trải nghiệm. Lưu ý co nhiều khói do tàu
",0,0,0,0,3,0,4,0,0,0,0,0,giai_tri di_chuyen 
1180,"Nên đi chợ buổi sáng để mua hải sản, giá rất rẻ và nhiều loại để lựa chọn. Mực bán rong có 40k/kg mình thấy rẻ chưa từng thấy, cua, ghẹ giá cũng rẻ mà cua gạch ăn siêu ngon
",0,0,0,5,0,5,0,0,0,0,0,5,an_uong 
1187,"Món salad ngon, sốt cay vừa miệng, phần full topping rất nhiều, rau tươi, mè rang thơm lừng, cá hồi cay vừa và tươi , giá cả phù hợp, 3 người chỉ gọi 2 phần là no. Nhân viên dễ thương, nhiệt tình, view đẹp. Xứng đáng được 5 sao (y)",5,0,0,5,0,0,0,0,0,5,0,0,giai_tri 
1195,"Sau đó, anh ta chuyển tôi cho một người lái xe khác, vì anh ta tự xưng là quản lý. Người lái xe thứ hai này đã chuyển hành lý của tôi vào xe của anh 
ta (trông không giống xe Vinasun và không có đồng hồ đo). Người lái xe đầu tiên thông báo cho anh ta tiền để tính tiền cho tôi.",1,0,0,0,1,0,0,0,0,0,2,0,giai_tri 
1199,Thích hợp cho gia đình và nhóm bạn relax cuối tuần ... i like it ...,5,0,0,0,0,0,0,0,0,0,0,0,giai_tri 
1201,ko quẹt thanh toán bằng thẻ tín dụng được,0,0,0,0,0,2,0,0,0,0,0,0,mua_sam 
1217,"Chúc cho quán ngày càng phát triển, làm ăn phát đạt. Hẹn ngày gặp lại ko xa.",0,0,5,0,0,0,0,0,0,5,0,0,nha_hang an_uong 
1227,Tôi gửi cho họ hình ảnh của tôi từ di động của tôi và người lái xe đã tìm thấy tôi ngay khi tôi ra khỏi sân bay.,4,0,0,0,0,0,0,0,0,0,4,0,giai_tri di_chuyen 
1228,"Tui o phong 308 ks muong thanh quy nhon. Ks qua te. Nem nam luong , men va nem nam rat ngua. May lanh thi hieu retech giong voi nhung ks binh dan . Voi cai gia phong 1560. Ks 4 sao ma kieu nay thi ko con gi de noi. Chia tay muong thanh quy nhon...",0,1,0,0,0,0,0,0,0,5,0,0,luu_tru an_uong 
1229,Quán này có ý tưởng kinh doanh khác lạ. Vào không gian như quay về năm 1989. Cơ máy lạnh thang máy là ok. Đến Quy Nhơn không ăn quán này là thiếu sót. Món ăn vừa vị. Cần bổ sung các món ăn mang âm hưởng miền quê hoài niệm. Mặt tiền quá cần in thêm các hình ảnh của bên trong quán ăn để biết phong chách quán và bố trí nhiều đèn hơn để khách đi ngang thấy. Có ý tưởng là mình ok. Cố gắng phát triển.,0,0,4,4,0,0,0,0,0,5,0,0,nha_hang 
1232,"Một trong những địa chỉ ẩm thực nổi tiếng ở Hà Nội, phở Lý quốc Sư sạch sẽ, không sang trọng và hương vị cũng chẳng xuất sắc nhưng nhiều người đồn thổi. Trung bình nhé!",0,0,3,3,0,0,0,0,0,3,0,0,nha_hang 
1233,"Pizza rất ngon và phù hợp với khẩu vị người VN. Quán tuy hơi nhỏ nhưng trang trí đẹp, nhân viên thân thiện.",4,0,0,4,0,0,0,0,0,4,0,0,giai_tri 
1240,"Quán chắc làm việc với lê tân FLC để đưa đón miễn phí. Nhưng đồ ăn thì cơ bản đắt và không tươi. Lúc hỏi nhân viên mực tươi không thì nhân viên nói tươi, nhưng lúc mang ra thì mực không tươi và cảm nhận đc ngay là đồ đông lạnh. Hàu nướng mỡ hành thì quá dở, 1 vỏ mà có tới 2 con hàu và không bằng quán vỉa hè. Khuyến nghị du khách không nên đến quán này.",0,0,0,1,5,0,0,0,0,2,0,0,di_chuyen 
1250,"Đây là những món mà gđ mình đến quán ăn. Món ăn ở đây rất ngon và hợp giá tiền,đồ ăn trang trí bắt mắt,các bạn đến đây hãy ăn thử món rong nho salad và lẫu sứa nước lèo nhé vì nó rất ngon 🥰🥰 không gian thoáng mát sach sẽ có xe đưa đón free tại FLC và nv phục vụ nhiệt tình dễ thương.Có dịp sẽ quay lại quán nhé ❤️❤️❤️",0,0,5,5,5,0,0,0,0,5,0,0,nha_hang di_chuyen 
1254,"Nước và càe tạm được nhưng phải gọi là quá đắt đỏ . Nước ở đây thấp nhất là 35k . Thái độ nhân viên thì không được thân thiện cho lắm . Tuy nhiên điểm cộng là view nhìn ra biển khá đẹp ( nhưng hơi lạnh ) , trong phòng điều hoà thì ấm hơn nhưng không có gì đặc sắc . Có thể lựa nhiều quán trong nội thành view đẹp hơn mà giá cả phải chăng hơn .",0,0,3,3,0,0,0,0,0,3,0,0,nha_hang 
1256,"Gia đình mình vừa tới FLC Quy Nhơn tuần trước và ăn ở nhà hàng 3 ngày. Nấu ăn rất ngon. Hải sản tươi sống đa dạng, giá cả phải chăng. Nhân viên lễ phép, phục vụ nhiệt tình. Được đưa đón từ FLC luôn. Chia sẻ để mọi người ghé thử và tự cảm nhận nhé. Rất hài lòng.",0,0,5,5,5,0,0,0,5,5,0,0,di_chuyen 
1258,"Hét lên với Phú, người phục vụ của chúng tôi, một lý do lớn khác khiến chúng tôi có khoảng thời gian tuyệt vời như vậy! Cảm ơn tất cả các khuyến nghị và cái nhìn sâu sắc.",0,0,0,5,0,0,0,0,0,0,0,0,an_uong 
1266,"Chỗ vui chơi bên bờ biển. Có thể mua đồ uống và đồ ăn nhẹ để ngồi ghế ngắm biển. Vệ sinh không sạch sẽ lắm.
",4,4,0,0,0,0,3,0,0,3,0,0,luu_tru an_uong 
1267,"Đây là một trong những vựa Hải sản tươi tại Quy Nhơn với nhiều mặt hàng hải sản được bán hàng ngày. Và Cảng Quy Nhơn cũng là bến tàu du lịch, cano của các du khách muốn đi Hải Minh, đi Cù Lao Xanh, Kỳ Co hoặc Hòn Khô, Cảng Quy Nhơn cải thiện thêm 1 chút về vệ sinh nữa thì sẽ rất tuyệt vời.
",0,0,0,4,0,4,5,0,0,0,4,0,giai_tri an_uong di_chuyen mua_sam 
1277,"Mình muốn tạo bất ngờ cho vợ nên nhờ các bạn setup phòng tình nhân & thật sự các bạn đã làm cho vc mình bất ngờ, vợ mình đã rất vui. Cảm ơn các bạn Raon",0,5,0,0,0,0,0,0,0,5,0,0,luu_tru an_uong 
1283,Người lái xe đến sớm để đợi tôi. Tôi yên tâm rằng tôi sẽ được đưa đến khách sạn của tôi ở nước ngoài.,5,0,0,0,0,0,0,0,0,0,5,0,giai_tri di_chuyen 
1296,"Ai mà thíc kiểu đi siêu thị chill chill mà không muốn đi nhìu tầng tăng xông mệt mỏi vcl ra í thì vinmart là lựa chọn thích hợp nè
Không gian rộng rãi thực phẩm cũng đa dạng có chỗ ngồi lại
Đi buổi hẹn hò đầu tiên hay đi chơi mà đi siêu thị cũng vui với dễ thương lắm nè",4,0,0,0,0,4,0,0,0,0,0,5,giai_tri 
1298,Đi mùa vắng khách (sau dịch Covid) nên khu tập gym và bar ko hoạt động.,0,2,0,0,0,0,3,3,0,0,0,0,giai_tri 
1305,"Nhà hàng chậm, làm ăn quá kém. đồ ăn lên chậm. cơm rau mang trước. tránh xa luôn..",0,0,1,0,0,0,0,0,1,1,0,0,an_uong 
1308,"Đây là điểm đến thú vị để quan sát hoạt động của Bưu điện: nhận và gửi thư. Nhịp sống hối hả, hãy lưu giữ những khoảnh khắnc sống chậm đầy ý nghĩa.",4,0,0,0,0,0,0,0,0,0,0,5,giai_tri mua_sam 
1311,"Bạn có thể nhìn thấy nhiều cảnh đẹp của thành phố trong khi bạn thư giãn trên một chiếc thuyền và chụp 
nhiều bức ảnh như bạn muốn với nhiều điểm dừng. Nó chỉ có 30 Dng cho 3 giờ đi xe.",4,0,0,0,4,0,4,0,0,0,0,0,di_chuyen 
1314,"Hàng bánh kẹo, sữa, nước phong phú..Quần áo đẹp, rẻ..Đồ tươi sống còn rất hạn chế.",0,0,0,4,0,4,0,0,0,0,0,4,an_uong 
1317,"Phòng có giường lớn, êm đẹp, sạch sẽ,... Lễ tân is the best. Buffet ngon, thanh đạm. Không gian sảnh sang chảnh tha hồ check in. Cảm ơn Phương Linh đã giúp tụi mình tìm 1 căn phòng vừa ý. Nếu có dịp mình sẽ chọn căn Pano.",0,5,0,0,0,0,0,5,0,5,0,0,an_uong 
1321,Một tiệm dessert nhỏ nhưng lúc nào cũng khá đông mình đến 2 lần rồi. Phục vụ nhiệt tình. Bánh bông lan trứng muối và chè khúc bạch ở đây là 2 món mình có thể ăn hoài ko ngán.,0,0,5,5,0,0,0,0,0,5,0,0,nha_hang 
1332,"Trải nghiệm dịch vụ bên Quy Nhơn tourist thật sự quá tuyệt vời. Nhóm mình book 2 tour ghép Kỳ Co- Eo Gió và Phú Yên cực hài lòng..Thật sự ấn tượng với anh HDV Thiện dẫn tour Phú Yên nhiệt tình, chụp ảnh siêu đẹp, kiến thức hướng dẫn tốt, người hiền hiền, dễ thương, duyên lắm😊..A cán bộ đường lối Trung lái xe cẩn thận, chu đáo..Cảnh đẹp mê và đồ ăn ngon..Chúc Quy Nhơn tourist ngày càng phát triển..Đặc biệt, chúc cá nhân anh HDV Thiện sức khoẻ, công tác tốt và sớm chia tay với "" cô đơn"" hen^^...Quy Nhơn 24/3-27/3/2022.Hẹn gặp lại :))",5,0,0,0,0,0,5,0,0,4,0,0,an_uong 
1336,Chắc chắn mình sẽ quay trở lại vào dịp ghé đến Nha Trang lần tới.,0,0,0,0,0,0,0,4,0,0,0,0,luu_tru 
1340,Đây là nơi thích hợp để bạn bè và gia đình tụ họp sau 1 ngày làm việc.,0,4,0,0,0,0,0,0,0,0,0,0,luu_tru 
1343,"Quá tệ thái độ của nhân viên cực tệ nhất là 1 bạn nam cao to trong đó khách kêu od bạn í cứ lơ đi, thậm chí không thèm nhìn 1 cái,tôi sẽ không bao
 giờ tới đây nữa :)) , nhân viên thì để các trẻ nhỏ hất cát tứ tung tôi nhắc nhở thì tỏ thái độ",1,0,0,0,0,0,0,1,0,0,0,0,giai_tri luu_tru 
1350,"Nhà hàng rất lịch sự,đồ ăn rất ngon,tươi sống đến tận hồ để lựa chọn rồi xuống chế biến giá cả thì rất phải chăng nhân viên phục vụ rất chu đáo.Có xe đưa đón tận nơi.",0,0,5,5,5,0,0,0,5,5,0,0,di_chuyen 
1353,"Oh, ở đây rất thích hợp cho việc bạn muốn ra biển vào buổi trưa nhưng lại sợ nắng. Vì ở đây nằm ngay trên bờ biển luôn, có cây xanh, có chỗ để ngồi ngắm biển rất thoải mái, gió biển thổi vào cực mát, bạn cũng có thể ngắm những con tàu đánh cá ở xa nữa. Thật tuyệt khi bạn ngồi ở đây thưởng thức một vài đồ nhắm cùng với bia. Hãy nhớ vứt rác sau khi ăn uống xong nhé!!",4,0,0,4,0,0,0,0,0,5,0,0,giai_tri 
1354,"
(Bản dịch của Google) Không có vật dụng gia đình như bếp từ, bếp ga, muỗng, đĩa… mà chỉ có bồn rửa. Có một ấm đun nước điện, nhưng nó trông không được sạch sẽ. Tủ lạnh, TV, quạt, điều hòa, giường, nước nóng lạnh đều được cung cấp, tính ra 2 đêm khoảng 500.000 đồng nên tiết kiệm chi phí. Phí thuê một chiếc xe máy mỗi ngày là 140.000 VND. Gần bãi biển và tốt đẹp.",0,3,0,0,4,0,0,3,0,0,0,0,di_chuyen 
1358,"Ít chỗ đỗ xe, ăn sáng đơn giản, một số món chưa ngon",0,0,0,2,0,0,0,3,0,3,0,0,luu_tru 
1360,"1 trong những siêu thị lớn nhất bình định, có đầy đủ khu vui chơi, giải trí",0,0,0,0,0,3,4,0,0,0,0,4,giai_tri 
1371,"Wifi yếu thật sự, mình nghĩ nên khắc phục ạ",2,0,0,0,0,0,0,0,0,0,0,0,giai_tri 
1384,"Lần đầu được dẫn đến quán ăn và khá thích. Quán nằm ngay cạnh khách sạn mường thanh. Không gian rộng rãi, có hai tầng, view nhìn ra biển rất đẹp. Đi ăn tầm chiều tối là gió biển lên mát ruời rượi luôn. Menu đa dạng, nhiều món cho khách lựa chọn. Chuyên về các loại hải sản tươi sống, ngoài ra còn có một số món ăn chơi khác. Các loại tôm và mực ở đây ăn tươi lắm nha. Đặc biệt tôm hùm mà Giá cả tương đối hợp lí, chất lượng ổn, chế biến hợp vệ sinh. Nhân viên phục vụ nhanh nhẹn, không phải đợi lâu. Thích nhất là ăn lẩu hải sản, với cả tôm, cua hấp sả. Quán có nước chấm riêng đặc trưng, giờ nhắc còn thèm Chủ quán và nhân viên nhiệt tình phục vụ nhanh nhẹn.",0,0,5,5,0,0,0,0,0,5,0,0,nha_hang 
1390,"Thật là một sân bay nhỏ! Giá thực phẩm khá đắt. Đó là gần 50.000 đồng cho một bát mì ăn liền với một số miếng thịt bò.
",0,0,0,2,0,0,0,0,0,2,2,0,di_chuyen 
1392,"Một khu nghỉ ngơi ngắm cảnh rất đẹp.
- Từ đầu cổng vào bạn sẽ phải cuốc bộ trên các bậc thang lên xuống khoảng 200m để đến khu vực chính là quán cafe để ngắm cảnh. Giá vé cổng vào 40k/ng lớn, trẻ em dưới 1m miễn phí.
- Quán cafe nằm sát biển với view rất đẹp nước trong xanh kết hợp với núi và đá rất hợp để chụp hình sống ảo. Giá cả nước khoảng 50k/ly.
- Ở đầu cổng vào có nhà hàng để nghỉ ngơi ăn trưa gọi món hoặc cơm phần. Cơm phần giá 250k/khách, theo mình thấy là khá mắc so với những gì được đưa lên, cá kho bé tẹo teo cho 3ng ăn.
Đi ngắm cảnh buổi trưa rất nắng và leo bậc thang khá mệt, buổi chiều chắc sẽ ổn hơn.",5,0,3,4,0,0,0,0,0,3,0,0,giai_tri nha_hang 
1393,"Bạn hàng phải chịu nhiều sức ép của các bạn cùng xem những hình ảnh mới nhất của mình trong những ngày qua
",0,0,0,0,0,0,0,0,0,0,0,3,mua_sam 
1398,"chưa bj đi thanh thủy, chỉ đi phương trang! Nhưng nay thử đi thì thấy mọi thứ ok ah chớ!
",0,0,0,0,4,0,0,0,0,0,0,0,di_chuyen 
1399,Phòng và hồ bơi với tầm nhìn tuyệt vời để ngắm bình minh,4,0,0,0,0,0,0,5,0,0,0,0,giai_tri luu_tru 
1402,Sân bay nhỏ nhưng sắp xếp gọn gàng và hiện đại. Trên tầng 1 khá nhiều cửa hàng bán đặc sản Bình Định. Giá cả hợp lý.,0,0,0,0,0,4,0,0,0,0,4,4,di_chuyen 
1415,"Cám ơn Bình Minh Tải cho mình trải nghiệm tốt. Xe dừng nghỉ ở trạm Xuân Hưng, cơm ăn rất ngon, ngồi thành nhóm như ăn tiệc ăn được nhiều món, vui và ngon miệng hơn. Giá ăn nằm trong giá vé rồi. Tài xế và anh đi cùng rất nhiệt tình, sắp xếp chổ cho khách ngồi ăn đủ bàn hết rồi hai ảnh mới bắt đầu dùng bữa. Xe chạy êm, ngủ rất ngon. Thông báo đến nơi rồi mà mình vẫn muốn ngủ nữa =]] Giường thì rộng rãi nha, thắt Seatbelt rồi thì tha hồ nằm thoải mái, giường nằm có massage nhiều chế độ nữa. Mình rất hài lòng.",0,0,0,5,5,0,0,0,0,0,5,0,an_uong 
1418,"Đồ ăn mặn, ra món chậm, có người ăn xong rồi mà người kia vẫn chưa có đồ ăn, nhân viên thiếu nhiệt tình trong quá trình phục vụ",1,0,0,1,0,0,0,0,0,1,0,0,giai_tri 
1422,"Quán nhìn chung là lịch sự, sạch sẽ ra dáng một nhà hàng. Giá cả hợp lý, hải sản tươi. Món gây ngạc nhiên là chíp chíp 
(một loại giống sò lụa - nghêu, nhưng ngon hơn nghêu rất nhiều, thường chỉ phổ biến ở Đà Nẵng hoặc Hội An nhưng ở đây vẫn có, to, ngon). Món ốc thập cẩm hơi làm những ai chưa quen ăn ốc biển khác giật mình, nhưng đáng để thử. Cháo nhum ngon và bổ cho trẻ con. Chủ quán chơn chất, giới thiệu có cả dịch vụ xe - thuyền đi tham quan các tuor đảo trong khu vực. Khi đi taxi đến từ FLC (khoảng 70k) chúng tôi được biết là sau khi ăn xong có thể nhờ quán đưa về KS FLC miễn phí. Chủ quán cho biết, khách ở FLC có thể gọi điện, xe sẽ đến cổng khu nghỉ để đón miễn phí.",0,0,4,4,0,0,0,0,0,5,5,0,nha_hang di_chuyen 
1427,"Quán siêu rộng, tận 3 tầng. Tầng trên cùng là chuyên ăn đồ nướng, với view thoáng nhìn ra được Quảng trường. Ở đây có thể gọi theo buffet giá nhiều loại 189k/người, set 289k và 389k, 489k thì có thêm nhiều loại thịt và hải sản hơn. Ngoài ra còn có combo vip giá 1.289.000 gồn có bò wagyu, tôm hùm, cá hồi na uy, sò điệp, cua tuyết, hàu nhật... đồ ăn miễn phí cho buffet là lẩu hải sản cơm trộn thố đá salad cá hồi kim chi khoai tây kén rau củ quả và các loại maki.",0,0,5,5,0,0,0,0,0,5,0,0,nha_hang 
1431,"Quy Nhơn là xinh đẹp có rất nhiều quán bán hải sản Đầu tiên phải kể đến quán Hải Sỹ .Nếu muốn vừa ăn hải sản, vừa hóng gió thì hãy đến với quán hải sản biển Hải Sỹ. Quán có sự khác biệt mà nhiều quán hải sản khác không có, đó là khách hàng có thể chọn những con hải sản tươi sống còn đang bơi lội trong bể của quán và bảo nhân viên mang vào bếp chế biến đúng loại đó. Quán có không gian khá rộng, nhân viên nhiệt tình , và đồ ăn rất ngon . Sẽ ghé quán vào lần sau.",0,0,5,5,0,0,0,0,0,5,0,0,nha_hang 
1434,"Nhà vệ sinh sạch sẽ, các sản phẩm đa dạ, giá cả phải chăng, sản phẩm tự chọn, hàng chính hãng có khu vui chơi giải trí, trẻ con, người lớn",4,0,0,0,0,5,0,0,0,0,0,5,giai_tri 
1436,"Trước đi mấy lần với người lớn thì nhân viên thân thiện, nay đi với bạn thì nhân viên không biết là người khác hay cùng một người mà nghĩ tụi tui nhỏ tuổi hơn rồi làm cha làm mẹ hỏi câu nào nhăn nhó nói chuyện giọng cứ kiểu muốn nhai nuốt khách hàng, 2 đứa tức ói máu gần chết mà không làm đc gì.",0,1,0,0,0,0,0,0,0,0,0,0,luu_tru 
1440,"Mình là người địa phương, đánh giá khách quan giá hơi cao nhưng xứng đâng với chất lượng vì nhân viên rất chuyên nghiệp cả về nghiệp vụ lẫn thái độ.",5,0,0,0,0,0,0,0,0,0,0,0,giai_tri 
1449,"Nhà hàng có xe điện và oto đưa đón khách từ FLC đến nhà hàng tận nơi. nhiều Hải sản tươi chế biến ngon. Không gian rất thoáng mát và đặc biệt nhân viên và chủ quán rất vui vẻ , thân thiện với khách. Chắc chắn sẽ quay lẠi với quán hoàng thao này !!!",0,0,5,0,5,0,0,0,5,5,0,0,an_uong di_chuyen 
1453,Hơi xa thành phố đối diện là điểm thu mua phế liệu nhìn chưa Mỹ quan,0,2,0,0,0,0,0,0,0,0,0,2,luu_tru mua_sam 
1459,"Quán ăn ngon,  cùng thuộc chuỗi của nhà hàng Mộc Viên.",0,0,4,0,0,0,0,0,5,5,0,0,an_uong 
1462,"Good parking and price! Bãi đậu xe rất rộng rãi, nhà hàng ngay dưới sân rất tiện cho ăn uống nếu ko muốn đi ra ngoài",0,5,0,0,5,0,0,0,5,0,0,0,luu_tru nha_hang di_chuyen 
1463,đáng tin cậy và được đề nghị bởi hầu hết các hướng dẫn khách sạn tại Sài Gòn. đã sử dụng dịch vụ và dễ dàng chỉ đạo và tìm kiếm sự trợ giúp,0,0,0,0,4,0,0,5,0,0,0,0,luu_tru di_chuyen 
1469,Về quê tránh dịch mà gặp ăn cướp...dịch vụ cả chất lượng kém cỏi,0,0,0,0,1,0,1,0,0,0,0,0,giai_tri di_chuyen 
1477,"Giá cả hợp lý, nhân viên nhiệt tình, sẽ ghé lại trong thời gian tới.",0,0,0,0,0,4,0,0,0,0,0,0,mua_sam 
1498,"Không gian không rộng lắm nhưng sản phẩm được trưng bày một cách khoa học, tạo ra sự đa dạng về các mặt hàng. Ngoài ra ở̉ đây cũng có khu bán đồ ăn với nhiều loại món ăn, có cả bánh ngọt, bánh mì, cơm, một số món ăn khác. Nhà sách trong siệ thị cũng có khá nhiều loại sách, tôi đã mua được vài quyển cho mình. Mới đến đây lần đầu tiên cảm thấy khá thú vị.",0,0,0,0,0,4,0,0,0,5,0,0,an_uong mua_sam 
1503,"Là khách du lịch nên mình đi lòng vòng thấy quán đẹp thì tấp vào...mình muốn hút thuốc chủ động ra ngòai trước ngồi rồi...hỏi bé phục vụ cho mượn hộp quẹt thì bị trả lời như tạt nước vào mặt...""ko có đâu anh""",0,0,0,4,0,0,1,0,0,0,0,0,giai_tri an_uong 
1506,"Sân bay Quy Nhơn không dùng vào mục đích như tên gọi từ khoảng năm 1995-2000 trở đi rồi, thời đó mình chưa tới 10 tuổi, giữa Lê Duẩn và Diên Hồng là các bãi đất trống, vị trí đậu máy bay trực thăng ở ngay Ngân hàng VIetcombank bây giờ, mỗi lần có máy bay đáp là mấy đứa nhỏ từ khắp xóm xung quanh, từ các con hẻm chạy ùa ra để xem, cánh quạt máy bay trực thăng gần đụng vào vị trí đứng xem của lũ nhóc bọn mình. Quy Nhơn ngày ấy đất rộng, bình yên, không bao giờ gọi là TP du lịch như bây giờ. Sau năm 2000 thì bắt đầu quy hoạch xây dựng ngân hàng ở khu này, mình đá banh từ năm 2000 đến năm 2008 đến lúc học ĐH thì bãi đất ở Vietcombank là bãi đất cuối cùng còn xót lại đã được xây lên, riêng vị trí công viên bãi cỏ cột cờ như bây giờ từ khi không dùng làm sân bay thì nổi lên là điểm thả diều vào dịp hè, thời gian gần đây tỉnh nhà phát triển du lịch, ốp đá, tạo không gian đi bộ văn minh và sạch đẹp, tuy nhiên vẫn còn nhiều người không ý thức vứt rác bừa bãi, chỉ có đi tuần tra, bắt xử phạt mới nâng cao ý thức được thôi, còn cứ bỏ đó thì vẫn cứ xả bừa bãi.",3,0,0,0,0,0,4,0,0,0,3,0,di_chuyen 
1512,"Cảm ơn bạn đã ủng hộ dịch vụ bên mình. Khi nào bạn thuê nhiều ngày xin điện thoại đặt trước mình sẽ có giá ưu đãi cho bạn nhé. Hẹn gặp lại bạn.
",0,0,0,0,0,0,0,0,0,0,4,0,di_chuyen 
1575,"Chú nhiệt tình, vui vẻ và rất tận tâm ! Sẽ luôn ủng hộ chú ! He is very funny and always do the best ! Very carefully ! I’ll comeback in the next time !",0,0,0,0,5,0,0,0,0,0,0,0,di_chuyen 
1584,"Khu di tích rộng và nhiều cây xanh, mùa lễ hội rất đông người, vệ sinh chưa tốt và buôn bán tự phát rất mất mỹ quan",3,0,0,0,0,0,3,0,0,0,0,2,mua_sam 
1589,Còn nếu đi vào các buổi tối có đêm nhạc thì phải nói là hết nấc,4,0,0,0,0,0,0,0,0,0,0,0,giai_tri 
1591,"Nghe tiếng nên ghé ăn thử, dc nhà hàng cho leo cây luôn..Vào bàn ngồi 5p ko thấy nhân viên order, phải gọi 1 nhân viên hỏi thử xem order tại quầy hay tại bàn thì bảo là order tại bàn -> quế tập 1.Gọi món xong đợi nửa tiếng ko thấy mang lên, hỏi tiếp thì bảo hết món. Nghĩ chứ, nếu mà ko hỏi chắc cho nhịn luôn.Tệ hết sức tệ",0,0,1,0,0,0,0,0,1,1,0,0,an_uong 
1597,"Khu vui chơi mua sắm hiện đại, có rạp chiếu phim, có khu vui chơi cho trẻ em",3,0,0,0,0,0,4,0,0,0,0,4,mua_sam 
1598,"Các bạn đi du lịch nên mua hải sản ở đây, nơi đây tập trung đủ loại hải sản tươi ngon với giá cả phải chăng",0,0,0,0,0,5,0,0,0,5,0,0,an_uong mua_sam 
1603,"Bạn đang băn khoăn không biết noel năm nay sẽ đi đâu để check in lấy không khí noel nè! yên tâm nhé, có một quán rất là bự và đặc biệt quán rất chịu đầu tư nhé, hiện tại quán đã trang trí xong view Noel rồi nhé! Quán rất rộng khá là đẹp nhé, mình thích cách phục vụ của nhân viên quán này, cách nói chuyện cách oder rất lịch sự và zể thương :)). Nước ở đây khá ngon nhé! Tóm lại quán khá đông vào T7 CN và các dịp lể nên tranh thủ đi nhé các men! rất phù hợp cho những teen sống ảo đấy :))",4,0,0,5,0,0,0,0,0,5,0,0,giai_tri 
1607,"Tư vấn nhiệt tình, tuy nhiên chất lượng sau khi làm đẹp chưa khiến mình hài lòng lắm. Giá cả ok.",3,0,0,0,0,0,0,0,0,0,0,0,giai_tri 
1619,"Tới chỗ dữ đồ mà không thấy nhân viên, đi sơ sơ thấy đang tám chuyện. Hỏi thì nói ""Khu này không phải dữ đồ, đi qua bên kia chứ trời""",0,0,0,0,0,1,0,1,0,0,0,0,luu_tru mua_sam 
1620,"Mình đi ăn ít khi review mà lần này phải đăng nhập vào để tăng view cho quán. Đi du lịch Quy Nhơn 2 ngày mà đây là quán mà nhóm mình ưng ý nhất, đồ ăn chế biến tươi ngon, phục vụ nhiệt tình, giá cả ok, ăn đứt mấy quán dọc bờ biển Xuân Diệu, ma không hiểu sao quán lại vắng nhỉ. Anh chủ rất dễ thương và tốt bụng, tụi mình để quên đồ đi được đoạn xa rồi mà anh chủ phóng xe chạy theo đưa trả lại, cảm động hết sức và thấy iu con người Quy Nhơn gê, hihi, sẽ giới thiệu cho bạn bè nếu đến Quy Nhơn",0,0,5,5,0,0,0,0,0,5,0,0,nha_hang 
