,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
4025,"Tôi mua cánh gà với giá 54k trên kệ nhưng xuất hoá đơn thì thấy 72k. Tôi yêu cầu được trả lại hàng thì nhân viên làm mặt lạnh nạt tôi “sao không nói sớm để xuất hoá đơn mới nói” và không cho trả lại. Ủa không xuất hoá đơn ra làm sao tôi biết được đã bị lừa =)))) cảm ơn Vinmart qui nhơn đã đem đến cho tôi trải nghiệm mua sắm tuyệt vời này_x000D_
",0,0,0,0,0,2
459,"Có vẻ như một chuyến tàu trực tiếp từ Trung Quốc sẽ có trong năm tới, và một lượng lớn khách du lịch được mong đợi. _x000D_
Hãy bảo vệ thiên nhiên tươi đẹp này bằng cách tẩy trang kem chống nắng và thuốc chống côn trùng trước khi vào thác.",5,0,0,0,0,0
3209,"Mình chơi ở QN 3days mà 2 tối ghé quán ăn ròi. Nêm nếm rất ngon, dĩa nào chất lượng dĩa đó nên ngày đầu có kêu quá hớp vì cứ nghĩ dĩa ốc nhỏ nhỏ xinh xinh giống ở SG. 2 người ăn thì kêu tầm 3-4 món thôi, ăn hết thì kêu típ nha mí bạn. Recommend 1 số món mấy bạn nên thử nè: - Ốc xào ăn chung vs bánh mì (mồi này hơi bị tốn bia :v) - Xìa hấp xả, nc nêm rất ngon và thơm - Ốc tỏi con to mà có 12k/em à - Cháo ngon lắm nhé - Hàu nướng mỡ hành Chỉ có món ốc móng tay là mình ko thik do sạn hơi nhìu nên bỏ nguyên dĩa. 2 người ăn tốn khoảng 200k là no ròi :v Phục vụ siu dễ thương và nhiệt tình ^^",0,0,0,5,0,0
60,"Đồ hợp gu với giới trẻ, giá ổn ko quá cao, phù hợp với sinh viên, quần áo cũng khá đẹp, nên ghé qua",0,0,0,0,0,4
898,Nếu các bạn đến đây du lịch và có nhu cầu đi chợ để mua đồ thì nên ghé chợ khu 6 này ạ. Đầy đủ những gì bạn cần,0,0,0,0,0,4
4066,"Là địa điểm tốt cho các tín đồ sống ảo: bãi biển đẹp, góc nhìn bao quát cả thành phố xinh đẹp, nước uống ngon. Bên cạnh đó bạn ghé thăm mộ Hàn Mặc Tử, mua 1 vài món quà lưu niệm bằng bút lửa. Đặt biệt là vào cổng miễn phí.🥰🥰",5,0,0,0,0,0
2984,"Nhà hàng nhiều món khá lạ, đồ ăn cũng tươi, tôi rất hài lòng",0,0,5,4,0,0
1940,"Đây là khu ăn uống vô cùng hấp dẫn ơ quy nhơn, ai đến quy nhơn mà ko ghé đến những con đường này thì thật đáng tiếc :)) ốc siêu rẻ, siêu ngon, siêu lạ. đến là chỉ muốn gọi, gọi nữa gọi mãi mà thôi :v cảm giác như đang ăn ốc chồng dĩa vậy, không khí cũng thoáng đãng, gió ngoài biển thổi vào mát lê phê tê trời buổi chìu mát mẻ, hết sẩy con bà bẩy cho một buổi ăn ốc àhihi",0,0,0,5,0,0
235,Nơi trải nghiệm cho những ai ham muốn khoa học công nghệ.,4,0,0,0,0,0
615,Siêu thị Big c... Bán đủ đồ.. Người làm việc.. Đuổi hết là vừa.. Mất lịch sự.. Làm việc không tận tình.. Khách hàng là.. Rác.. Sẽ không bao giờ trở lại...,0,0,0,0,0,1
4786,"Bãi biển nằm trong nội khu của bệnh viện nên sạch sẽ, ít người, bãi đẹp nhưng hơi dốc.",4,0,0,0,0,0
2344,"Nhân viên lễ tân ổn, lịch sự.",0,4,0,0,0,0
2419,Bữa cơm đậm vị nhà thật . Nhiều món thương ngày nhưng ngon và được phục vụ tại nhà hàng. Có trà thảo mộc  thơm ngon.,0,0,5,5,0,0
4890,"Nhà hàng đẹp. Nhân viên phục vụ nhiệt tình, chu đáo, luôn thân thiện. Đồ ăn ngon. Mình mong sẽ quay lại đây.",0,0,5,5,0,0
2941,"Đường đi vào hơi chông gai. Tới nơi thì tuyệt vời. Bãi biển sạch đẹp. Mọi người ở quanh vùng đều ý thức giữ gìn bãi biển xanh, sạch & đẹp.",4,0,0,0,0,0
4751,"Nhà hàng sang trọng, rộng rãi . Phục vụ chu đáo, đồ ăn ngon.",0,0,5,5,0,0
4402,Shop rất uy tín. Mình cảm thấy an tâm về chất lượng sp khi mua hàng ở đây.,0,0,0,0,0,5
1698,Chúng tôi tới quán thì thấy quán khá đông. Bánh xèo có 2 loại tôm và bò. Giá hơi cao so với mặt bằng.,0,0,3,3,0,0
1664,"Nơi tuyệt vời với các cuộc triển lãm tương tác tuyệt vời! Một trong những phát triển mới thú vị hơn ở Việt Nam ^^_x000D_
",5,0,0,0,0,0
572,"Ấn tượng với không gian ở đây, không gian nhà gỗ nhưng rất sang trọng, ấm cúng. Có nhiều góc chụp để checkin sống ảo. Giá cả phù hợp, cà phê rẻ chỉ từ 9.000 đến 10.000/ly à, ngoài ra còn những loại nước ép, trà lipton.. Tuy nhiên, menu món nước ít đa dạng như các quán cfe khác. Ở đây có phục vụ cơm trưa, tối nữa, những món ăn dân dã như cơm niêu, cá kho, canh riêu..rất thích hợp cho những bữa tiệc công ty, gia đình, các đoàn tour khi du lịch tới Quy Nhơn. Mình cực ấn tượng với món gà quay kèm xôi lên mẹc ở đây, ngon đậm đà. Giá cũng rẻ nữa, đi nhóm 4 5 người gọi 1 gà quay và thêm ít món nữa, ít lon bia mà chưa tới 500k. Nhìn bill mà thấy ngạc nhiên gà 195.000/con, tụi mình còn tưởng nhà hàng tính nhầm nữa cơ :)). Nói chung là hài lòng 👍👍",0,0,5,5,0,0
3883,đầy đủ a.e ra mua. nhưng hơi tanh mùi hải sản,0,0,0,0,0,3
4326,"Mình đến đây buổi tối, ấn tượng đầu tiên là quán nhìn khá đẹp, sạch sẽ, thoáng mát. Mình gọi 2 món là chè khúc bạch và chè đậu xanh đánh sầu riêng. Chè khúc bạch dở khiếp luôn, còn chè đậu xanh thì ngon. Giá hơi đắt so với sinh viên, 2 món tổng 40k.",0,0,0,3,0,0
2744,Bán rất nhiều đồ đặc sản kg chỉ của Bình định mà cả các tỉnh khác.,0,0,0,0,0,5
5291,"Sân bay Quy Nhơn tọa lạc tại xã Cát Tân, huyện Phù Cát, tỉnh Bình Định. Sân bay Quy Nhơn cách trung tâm thành phố khoảng 30km về hướng Đông Bắc._x000D_
Sân bay này nhỏ và số lượng chuyến bay đi/đến ít. Nhưng phục vục rất tốt. Phía ngoài có chỗ đỗ xe, taxi phục vụ 24/24",0,0,0,0,4,0
455,"Rượu ngon, nam vô tửu như kỳ vô phong_x000D_
",0,0,0,5,0,0
2235,Phê bình nhân viên.cần coi lại cách nhân viên phục vụ. Phục vụ gì nch thấy ghét. Cách bán kiểu như khi dể người vậy  Quá thất vọng :(,0,0,0,0,0,1
170,"Mình ở FLC gọi điện thoại book chỗ trc,có xe đưa đón miễn phí. Nhân viên nhiệt tình,tuy nhiên vào thấy quán menu chưa có nhiều lựa chọn, có thể do mình đi vào mùa mưa bảo. Giá thì ko rẻ nhưng quán làm nhanh,hợp khẩu vị. Quán chỉ xuất hoá đơn trực tiếp có thu phí thêm 5% nhưng cách nói chuyện của nhân viên dễ thương ,giải thích rõ ràng để mình hiểu và chấp nhận thêm phí. Nhược điểm quán có nhiều ruồi ơ trên bàn,mấy bạn phục vụ biết ý điều chỉnh quạt công suất lớn,nhưng quán cũng nên xem để cải thiện tình hình.",0,0,5,3,0,0
3784,"Thuyết minh nhiệt tình, không gian bên trong quá hay xuất sắc và bổ ích cho thiếu nhi. Tuy nhiên đặt vé không dễ lắm.",4,0,0,0,0,0
3578,"Thực sự là quán bún rạm này nổi tiếng nhất nhì Quy Nhơn. Quán lúc nào cũng đông tấp nập, giá cũng khá rẻ chỉ tầm 20k một tô nhỏ thôi. Nước rạm để sẵn chan ít hay nhiều là tùy ý khách, rạm tươi và rất nhiều thịt nhiều gạch, nước lèo ăn cay cay the the ăn kèm với rau sống và bánh tráng.mình đi chung với cô bạn, cô ấy khen tấm tắc,nhưng mình không hợp với rạm nên thấy không ngon lắm với nước rạm hơi nguội. Nhưng cô bạn mình thì hợp nên cam kết không ăn là phí cả đời.Nhưng mình thấy như vậy là ổn rồi,đáng tiền.",0,0,0,4,0,0
1767,"Quang cảnh đã được cải tạo, các nền đường đã được lát đá, sạch sẽ, cây xanh phủ mát, bãi biển cát trắng min, sạch._x000D_
",5,0,0,0,0,0
5165,"Tôi đi xe buýt nước như một chuyến đi khứ hồi chỉ để ở trên sông và ngắm nhìn thành phố một cách dễ dàng._x000D_
 Đó là một hành trình buổi chiều yên tĩnh. Tôi nghi ngờ rằng khi các công nhân đang đi làm và trở về nhà thì đây sẽ là một trải nghiệm khác, nhưng như một sự kiện yên tĩnh sau bữa ăn trưa, tôi đã rất vui mừng vì tầm nhìn và chi phí thấp.",4,0,0,0,4,0
1088,Là một nơi rất đẹp với những phiến đá tròn được sắp xếp một cách tự nhiên! Và có câu chuyện lịch sử về bãi tắm Hoàng Hậu này !,5,0,0,0,0,0
778,"Lần đầu tiên mình rất ấn tượng với người dân ở sự đơn sơ mộc mạc rồi đến các địa điểm du lịch để chặt chém du khách, mình rất thích dịch vụ cho thuê xe máy của một người hoài cổ. duy nhất 27a hoàng hoa phát hiện xe này rất tốt, nhân viên và anh chủ rất nhiệt tình tư vấn cho chúng tôi những địa điểm đi chơi, ăn uống giá rẻ tại",0,0,0,0,5,0
5126,"Nước không ngon, nhạc quá lớn và không phù hợp với không gian. Phục vụ chậm._x000D_
",0,0,0,2,0,0
2016,Beefsteak là tốt nhất. Một chút nóng trong nhà hàng. Điều hòa không khí thường không mở. Ở thành phố này nếu bạn muốn ăn thức ăn nước ngoài là lựa chọn tốt để đến. Hy vọng tiếp tục đi.,0,0,0,5,0,0
2867,"Nằm trên 1 quả đồi có đỉnh bằng phẳng, được bao bọc bởi những dãy núi cao xung quanh, đến đây mới cảm nhận hết sự linh thiên nơi đây._x000D_
",3,0,0,0,0,0
853,"Hướng dẫn viên của bảo tàng tốt, kiến thức đầy đủ. Đẹp, ý nghĩa. Đáng để đi.",5,0,0,0,0,0
3407,Mình ăn quán này từ rất lâu rồi... quán rất nổi tiếng với 2 món đặc sản của Phù Mỹ là bún tôm và bún rạm... hương vị vẫn còn như xưa vẫn đậm đà và hợp khẩu vị mọi người... bún rậm thì đậm vị còn bún tôm thì vị thanh nhẹ ăn rất ngon nha... ăn kèm với bánh tráng nướng... mà xít xa cả buổi sáng... mình rất thích ăn bún ở đây bởi sợi bún tươi vừa làm là đc nấu lại làm nước lèo cho món bún tôm và rạm nguyên chất ăn rất ngon và không chỗ nào có được...,0,0,0,5,0,0
1370,"Tất cả mọi thứ và thích nhất là chất lượng phục vụ, view đẹp, phòng thì sạch sẽ, decor cũng xinh",0,5,0,0,0,0
5052,Nhân viên đã tiếp nhận và đáp ứng. Thức ăn ngon tuyệt. Có một bầu không khí thân thiện với gia đình. Thức ăn đến trong thời gian tốt.,0,0,0,5,0,0
1040,"Quên nói về thức ăn - kêu nhum gì mà thê thảm , không béo gì hết, chỉ 1 màng mỏng , ăn không cảm nhận được gì luôn , tôm mũ ni giá 2 tr2 /kg vậy mà lúc chế biến không hề đem lên cho khách xem, lúc order thì pv nói 1 con chỉ khoảng mấy lạng cuối cùng tính tiền 1 con gần cả ký lô- - Nói chung tránh xa quán này ra",0,0,0,1,0,0
4487,"Nhân viên phòng vé tuy hoà thái độ lồi lõm, vô văn hoá. Nhân viên phòng vé lê hồng phong cũng không kém. Chúc nhà xe làm ăn tốt với dàn bán vé mất dạy như vậy._x000D_
",0,0,0,0,2,0
3321,"Dịch vụ rất tuyệt vời, không gian rất yên tĩnh và thư giãn, nhân viên rất chuyên nghiệp và nhiệt tình",5,0,0,0,0,0
671,"Đi nghĩ mát ở đây view đẹp giá chừng luôn , sang chảnh cực kì , tập yoga xong ra nhà hàng ăn trưa đúng chuẩn sang trọng 👍 nhân viên phục vụ quá dễ chịu , mặc đồng phục rất đẹp . Bàn ăn sạch sẽ . Ngồi ăn nhìn ra hồ bơi rất đẹp . Ở đây yên tĩnh , rất hợp với kì nghĩ với gia đình . Tại đây là resort cao cấp nên giá hơi đắt một tí . Bù lại đồ ăn khá ngon . Rất đáng để đến đây tận hưởng những ngày cuối tuần_x000D_
",5,5,0,5,0,0
2865,"View đẹp, phòng sạch sẽ, nhân viên thân thiện",0,4,0,0,0,0
1958,"Hải sản tại đây tươi sống, chế biến ngon miệng, mình cực thích món cơm chiên cá mặn tại đây, ăn hết cả đoàn 8 người hết 3 triệu, khá ổn đối với mình, ngoài ra nhà hàng có view biển cực đẹp nữa",0,0,5,5,0,0
3610,"Đón xe taxi Vinasun ở sân bay tân sơn nhất ga quốc nội, nghe thấy gần bắt đầu đổi thái độ hung hãn, ko phải nói chuyện mà chửi vào mặt khách, lái xe thì lao như điên và thắng gấp liên tục với sự cố ý, đạp thắng liên tục chỉ trong 10m. Ngay vòng xoay bùng binh, quẹo trái bất chấp, tưởng chừng tông xe luôn rồi. Đến nơi, hỏi giá thì không thèm trả lời. Mình nhìn lên thấy 36.000 thì đưa 40.000, tài xế quay lại hét vào mặt 36 với 10 là 46.000",1,0,0,0,1,0
4666,"Đi học SG về nhà lúc nào cũng thèm bánh hỏi cháo lòng hết☺️☺️ Mình hay ăn quán này, tại bán hết trễ vì mình ngủ nướng ý. Phần 30k một dĩa bánh hỏi với một chén cháo, muốn ăn thêm bao nhiêu cháo cũng được nha quán còn có tốp mỡ có thể xin thêm nha. Phần ăn khá ngon, ruột không bị tanh hay đắng nè, mình thích ruột nhất nên quán nào ruột ngon là yêu liền. Nếu bạn dạy trễ thì có thể tham khảo quán này ăn sáng nha, mình đi 9h thì vẫn còn ý.",0,0,0,5,0,0
3834,"Chúng mình về tới Hà Nội rồi....Hành trình 3N2Đ tại Quy Nhơn-Phú Yên với sự nhiệt tình chu đáo của a ""Tuấn đẹp zai"" đã khép lại, chuyến đi đã đem đến cho mình và cả đoàn nhiều điều mới mẻ, trẻ trung, những phút giây tận hưởng tuyệt vời. Tất cả những hình ảnh, thanh âm hay tình cảm của a Tuấn cùng người dân nơi đây thật sự đẹp đẽ như một món quà!..Cảm ơn Quy Nhơn Tourist, đã hỗ trợ chúng mình rất nhiều ❤️",5,0,0,0,0,0
2172,"Coi bình luận, đánh giá thì ai cũng khen nhưng đến tận nơi thì thất vọng. Thái độ phục vụ tệ (quán chỉ có 2 đứa mình ngồi, thà đông không nói, chỉ có 2 đứa ngồi), đồ ăn thì làm ăn cũng tạm thôi. Món gỏi thì cho quá nhiều nước mắm (quá mặn), cua gạch rang me thì thật sự không phải rang me mà là rang cái gì ak (me đâu có mắc đâu mà nấu ăn kiểu đó). May 2 món còn lại là sò điệp nướng mỡ hành và hàu pho mai ăn cũng tạm, không là thật sự quá thất vọng luôn.",0,0,0,2,0,0
1745,Chúng tôi ngồi ở vỉa hè trước mặt của một công viên nhỏ bên cạnh biển và thực sự thực sự thích 'banh beo' với bơ trộn nước ép sầu riêng. Chúng tôi cũng yêu hiếm 'nem' ăn với nóng chilipepper sause. Chỉ có 5 $ cho bữa ăn của chúng tôi (3 món và 3 nước trái cây).,0,0,0,5,0,0
1402,"Quán này nằm ở hải minh , muốn ăn quán này phải tới cảng gởi xe , đi đò qua mất 30k 1 chuyến , không phân biệt bao nhieu người , đồ ăn quán này cũng rất rẻ , ngang những quán khác, được cái là đồ tươi sống, ăn quán này thi khỏi phải bàn cãi về độ tươi của món ăn rồi, toàn là đồ sống, khách nào gọi mới làm , chữ k phải kieu bỏ đông , nhân viên cung thân thiện, được cai quán bán từ sáng đên khuya 1g sáng muon qa ăn cũng có, mà nhà hàng nổi tren biển nên ăn ở đây chụp hình check in cũng thích, nói chung sẽ quay lại.",0,0,0,5,0,0
2844,Người lái xe rất lịch sự và tốt bụng. Mọi thứ đều ổn ngay lập tức. Chuyến bay bị hoãn nhưng người lái xe đã ra ngay khi chúng tôi xuống khỏi lối ra.,5,0,0,0,5,0
3531,Lần đầu tiên thuê xe ở Huyền Anh này xe bên bạn này rất mới giá cả lại hợp lý có dịp sẽ ghé bạn lại lần nữa vote cho các bạn 5 sao,0,0,0,0,5,0
990,"Không gian đẹp với kiến trúc thiết kế theo kiểu Pháp cổ. Nhân viên thân thiện, nhiệt tình. Đồ ăn ngon, đa dạng của các vùng miền khác nhau trên cả nước. 10/10",5,0,5,5,0,0
4655,"Quán hơi chật, mà có đồ nướng với lẩu nữa,nên hơi bị ám mùi sau khi ăn xong. Nhưng được cái quán cũng khá sạch sẽ. Kiểu đồ ăn tây nhưng giá tiền lại Việt Nam. Đồ ăn ổn, Pizza rất thơm và ngon, nhiều phomai nên mềm lắm. Ba người ăn một cái là đủ rồi, đã cơn thèm. Món nướng thì ngon có nhiều lọi thịt như bò,ba rọi, đà điểu để mình chọn, nướng cuộn với xà lách tươi xanh chấm nước tương kiểu Hàn Quốc mà ngon lắm. Quán khá đông khách nên phục vụ hơi chậm. Nhưng mình vẫn sẽ quay lại",0,0,0,4,0,0
5285,"Giao xe nhanh mình gọi chỉ 10p là có Xe đời mới nhất, rất sạch sẽ Nhân viên giao xe rất lịch sự Thuê 3 ngày có giảm giá Đặc biệt, mũ bảo hiểm rất mới và sạch rất hài lòng khi thuê xe máy ở đây khi đến quy nhơn du lịch",0,0,0,0,5,0
4003,"Nơi đây như một siêu thị thu nhỏ, không phải mô hình cửa hàng tiện lợi._x000D_
Có khá đa dạng mặt hàng nhu yếu phẩm, thực phẩm, đồ tươi sống và rau củ quả._x000D_
Siêu thị sạch sẽ, sắp xếp ngăn nắp._x000D_
Nhân viên lịch sự, nhã nhặn._x000D_
Cửa chính ở mặt tiền đường 31 tháng 3. Cửa ở đường Tăng Bạt Hổ bị khoá trái.",0,0,0,0,0,5
4920,"Hàng hóa hơi ít, nhỏ gọn, kiếm ít đồ làm bếp mà chỉ thấy có 1 con dao hay 1 cái kéo, được cái nhân viên khá thân thiện_x000D_
",0,0,0,0,0,3
2326,Nhà hàng Quê Huong 2cách bo biên Quy Nhonchung 2km vê phiá băc nhà hàng có không gian tháong và sach xē các món ăn tuong đôi ôn.giá cūng tuong đôi binh dân chi có.điêu.quý khách.vào phai ngôi cho khoång25 phút moi có đô.ăn noi chung nhà hàng quê huong là lua chon chodu khách cósô tiên vua phåi,0,0,5,4,0,0
814,"Về không gian và cả ẩm thực, rất thích hợp cho các “tín đồ” của đồ ăn phương Tây nhé. Món soup bí đỏ kem béo nguậy, làm lưu luyến dễ sợ. Không gian thì hơi nhỏ, ghé quán bữa trưa thì hơi ồn tí nhưng kiểu ấm cúng.",0,0,3,3,0,0
3115,"Nhân viên nhiệt tình, dễ thương. Giá cả phải chăng",0,4,0,0,0,0
1015,"Sảnh rọing lớn nhưng buôn bán còn ít gian hàng_x000D_
",0,0,0,2,0,0
1741,"Lần đầu tiên đến quán là đã ấn tượng ngay. Không gian không quá rộng nhưng cũng không quá hẹp nhìn rất ấm cúng. View thì cực kì đẹp luôn rất thích hợp để selfie, sống ảo nha. Mìh order 1 trà olong váng sữa phô mai, vị cực kì tuyệt vời, phô mai béo và bùi, trà thơm. Gía tiền cũng rất phù hợp với túi tiền của hs, sinh viên. Tuy đông khách nhưng phục vụ rất nhanh, nhân viên lại nhiệt tình. Mình có ấn tượng rất tốt với quán này, sẽ ủng hộ dài dài",0,0,0,5,0,0
4290,"Bổ sung (về mình kiểm tra: mình mua với HĐ 790k, thì fi dc tặng Nón Bảo Hiểm chứ, vậy mà NV đưa mình kai nón Vải, mình không để ý chương trình, về nghe Bạn nói mới biết) kèm theo Thái độ NV của Bitis nên mình đánh giá 1 sao...Tôi rất thích sản phẩm của Bitis..Nhân Viên thiếu chuyên nghiệp, không tư vấn khách, Size hỏi thì không có..Bạn NV tính tiền thì khó chịu: Tôi tính tiền, Bạn ấy không hỏi thẻ thành viên, tôi nói mình có mua SP ở Bitis và có DKy thành viên rồi. Bạn ấy check SDT thì không ra, và nói lại tôi “Lần sau a nói thành Viên sớm đi”. Tôi sao biết quy trình tính tiền bên Bitis thế nào, NV fai chủ động hỏi chứ. Ở Coopmax người tính tiền cả trăm, nghìn người nhưng Nv họ luôn hỏi, còn Bitis có vài người tính tiền mà còn khó chịu...Tôi ủng hộ hàng việt, nhưng NV Bitis thái độ không tốt.",0,0,0,0,0,1
4974,"Nhắc đến hải sản thì không thể không nhắc đến Quy Nhơn, là thành phố biển với nhiều cảng, đầm, vịnh. Quy Nhơn mang lợi thế cực lớn về nguồn hải sản, đó cũng là lý do có nhiều quán hải sản giá rẻ nhưng cực tươi ngon ở đây._x000D_
Nghĩa ghẹ là một trong những quán như vậy, nằm ở một con đường nhỏ, khuất và không gian quán không quá rộng. Tuy nhiên lại là nơi tụ tập rất đông bạn trẻ địa phương bởi quán chế biến khá ngon, nước chấm đậm đà, hải sản tươi sống và đặc biệt là giá rất hạt dẻ._x000D_
Menu không cố định vì hải sản tươi sống thay đổi liên tục, nhưng đảm bảo món gì cũng ngon bá cháy. Buổi trưa sẽ ít khách hơn ngồi rộng rãi thoải mái, buổi chiều đến tối thì rất đông nhưng vui 😂",0,0,0,5,0,0
381,"Không đặt trước nhà hàng bảo không có món, phục vụ yếu kém",0,0,1,0,0,0
1304,"Lần đầu ghé siêu thị thấy rộng, nhiều đồ, giá rẻ. Nhưng hơi buồn vì thanh toán nhân viên trả thiếu 100k nhưng vì không để ý. Đi ra khỏi siêu thị mới để ý. Không đáng gì, nhưng vẫn cảm thấy hơi hụt hẫng 😂",0,0,0,0,0,2
2838,"Chất lượng xe rất tốt, giá cả hợp lý. Các bạn giao xe rất thân thiện nhiệt tình, xe thì êm, mượt, không lỗi lầm gì. Thủ tục nhanh, gọn .Sẽ ủng hộ và giới thiệu bạn bè sử dụng dịch vụ tại đây._x000D_
",0,0,0,0,4,0
1027,"Nơi vui chơi giải trí của người dân thành phố Quy Nhơn, tại đây bạn có thể đưa con trẻ đến tham gia các hoạt động vui chơi, khu trò chơi trẻ em trong công viên, đi dạo, uống nước ngắm biển về đêm, tắm biển.. có wc, tắm nước ngọt",4,0,0,0,0,0
69,"sản phẩm đa dạng , không gian thoáng mát, nhân viên nhiệt tình 🥰🥰🥰",0,0,0,0,0,5
4996,"Ở qui nhơn nghe có nhà hàng quê hương nổi tiếng lắm , đi đâu cũng nghe tiếng hết trơn có tới 2 chi nhánh lận , mà sao mình lại không thích quán này cho lắm và cảm thấy không ngon . nhân viên phục vụ có vẻ không thân thiện , mặt chẳng thân thiện tí nào . menu có nhiều món , giá cả cũng được . mình ăn địa chỉ 2 cảm thấy ở đây hơi tối và nóng nực . cơm khá nhạt , hơi mềm. gà giòn nhưng cũng bị nhạt mất , ăn chả thấy ngon gì hết . chắc sẽ không quay lại",0,0,2,2,0,0
2243,"Gia re, hang hoa phong phu, nam o trung tam thanh pho.",0,0,0,0,0,5
660,"nhà hàng đẹp và mới, có không gian và sân khấu tổ chức Gala.",0,0,5,0,0,0
2864,"Nước trà chanh bị thiu, cả đoàn bị đau bụng,.Nhà hàng chối bỏ trách nhiệm",0,0,1,1,0,0
3510,"Không có nhà chờ máy lạnh nên hơi nóng bức._x000D_
Xe chạy đúng giờ, canh đúng thời gian để lên máy bay._x000D_
Giá ve 50k/khách, nếu đi ít 2,3 người thì ok, nếu đông người thì nên đi taxi tiện lợi hơn.",0,0,0,0,3,0
2134,"Thái độ phục vụ kém , đồ ăn ra muộn",1,0,0,0,0,0
1876,"Mua sắm thoải mái, rộng rãi, rát hay ghé big c mua đồ",0,0,0,0,0,5
5175,"Hàng hoá phong phú, giá phải chăng, nhiều sự lựa chon",0,0,0,0,0,4
1180,"Điểm mua sắm lâu đời ở Quy Nhơn và các huyện thị lân cận. Đầy đủ và bình ổn giá. Vào dịp tết rất nhộn nhịp, nằm ngay trung tâm dễ tìm, có bus đi ngang._x000D_
",0,0,0,0,0,4
5263,"Thái độ nhân viên rất chán, đồ uống thì như nước lã, giá lại đắt k xứng đáng với ly nước gì cả, kiểu kinh doanh chỉ có cái view khách vào check in thôi thì cũng k khá đc_x000D_
",0,0,0,2,0,0
824,Hình như quản lý ở đây ko sao sát nên nhân viên phục vụ ko được chu đáo.,2,0,0,0,0,0
2852,"Nhà hàng buffet ngon ngoài mong đợi, trải nghiệm rất tuyệt vời!.Cực kỳ đáng tiền và mong VN có thêm nhiều nơi như thế này nữa !",0,0,5,5,0,0
1289,"Tác phong nhân viên tạm được, các line tính tiền chả hiểu sao lại không chịu mở ra nhiều nhiều chút.",0,0,0,0,0,4
1331,"Nhà hàng Hương Việt nằm cạnh bờ biển, đẹp, thức ăn ngon hợp khẩu vị , giá cả hợp lý, phục vụ lịch sự. Đặc biệt bà chủ và nhân viên rất thân thiện vui lòng khách đến, vừa lòng khách đi !",0,0,5,5,0,0
1849,"Thủ tục thuê xe nhanh dễ dàng. Nhân viên nhiệt tình mà giá cũng mềm. Xe đi rất êm, mình đi từ Quy Nhơn ra đến tận Tuy Hòa và quay về trong 2 ngày nhưng không gặp bất cứ trục trặc gì cả",0,0,0,0,4,0
5228,"Bãi biển khá là dài, cát trắng mịn. Buổi tối đi dạo rất tuyệt vời. Có nhiều quán nước ở ven biển. Nước đục, không được trong. Tắm biển xong quần áo dính khá là nhiều bùn.",3,0,0,0,0,0
4826,Cho thuê xe máy Quy Nhơn Anh Trưởng xe mới chất lượng giao xe nhanh chóng rất thích!,0,0,0,0,5,0
1530,"Xe không quá mới, chạy ok. Tuy nhiên giá thuê tính theo ngày trên lịch chứ không phải ngày thực tế (thường sẽ bị tính dư 1 ngày so với thực tế)",0,0,0,0,3,0
218,"Sân bay bé nhưng nhìn rất sạch sẽ, ít khách đi nên khá thoáng, nhiều chỗ để ngồi. Phòng vip do đó cũng không rộng nhưng đồ ăn đầy đủ.Có điều nhà vệ sinh thì không sạch, chỗ rửa tay bắn nước lung tung và sàn nhà vệ sinh lúc nào cũng có nước.híc_x000D_
",0,0,0,4,3,0
1886,"Quán này bình dân, nằm trong con đường nhỏ nên coi bản đồ trước khi đi cho chắc ăn, hải sản rất tươi, đi sớm tầm 5h thì có chỗ, 7h tối là kín mít bàn, đông nghẹt, không có bàn ngồi đâu. Quán phục vụ dễ thương, để xe ngay phía trước quán luôn, có người coi xe miễn phí. Menu quán này ít món, chủ yếu là các món tôm hấp thôi: tôm càng, tôm hùm, tôm vỗ,cua huỳnh đế thì lúc có lúc không, các món ốc cũng đơn giản, không đa dạng lắm. Cháo hải sản 1 tô 70k, vừa nhiều vừa ngon, nhiều topping lắm: hàu, tôm, mực... mua thêm bánh tráng chín ăn kèm, no nê luôn. Chắc chắn còn quay lại quán này nhiều.",0,0,0,4,0,0
906,"Nhà hàng hải sản tươi sống, đồ ăn ngon, giá cả hơi mắc nhưng phù hợp với những đối tượng có thu nhập kha khá.",0,0,3,5,0,0
162,Nếu có 10 sao thì tôi cũng sẽ đánh giá cho dịch vụ này bởi vì nó trên cả tuyệt vời : xe mới _phục vụ nhiệt tình _giá cả hợp lý không có điểm gì chê được,0,0,0,0,5,0
4880,"Có rất nhiều sách ở đây...có thể đọc nhưng nhà sách khá bé ko có không gian cho khách ngồi xem sách...hây hây giá như có ghê bàn ngồi xem sách (ai ngồi thì mình tính phí bn 1h đó )không gian chật nhưng cách bố trí sách, truyện, vở ,đồ dùng ...rất khoa học dễ dàng lựa chọn..",0,0,0,0,0,3
